question_id,level,rubric_id,prompt,model,pass_count_3,majority_pass,pass_bits_n1_n2_n3,scores_n1_n2_n3,avg_score,median_score,avg_duration_ms
L9-042,L9,l9-L9-042,"Fee APR annualization, liquidation-flow surcharge. A Aave liquidation hook pool ETH/USDC pool/hook strategy has $15,500,000 active liquidity, $24,000,000 daily volume, and 63% of volume eligible for the incremental fee. Incremental fee is 0.030%; LP capture is 80%, protocol skim is 8%, and keeper/gas/solver overhead is $1,500 per day. Compare the incremental design vs vanilla Uniswap/Pendle base fees, but expected_value must be only the incremental simple APR percentage: ((daily volume * eligible share * incremental fee * capture * (1 - skim) - daily fixed overhead) * 365) / active liquidity. Check whether incremental APR is positive after a 20% daily-volume stress and oracle age <= 30 minutes; expected_value remains the base-case incremental APR. Exclude compounding, LP-token price drift, base pool fees, and rewards.",meta-llama/llama-3.3-70b-instruct,1,0,0|0|1,0|0|1,0.333,0.000,1355
L9-043,L9,l9-L9-043,"Governance incentive capital action, L2 incentive extension. A DAO vote spans Compound/Aave style lending, Base and Arb bridge snapshots, and CEX liquidity. Proposal benefit if passed is $820,000, but probability of passage after incentives is 67%. Quorum/control target is 2,200,000 ARB votes; treasury already controls 1,250,000 ARB. Missing votes can be rented with bribes at $0 per ARB vote or borrowed at $1 spot price with 12.0% APR for 5 days. Bridge, gas, delegation, and solver costs are $22,000. There is a 6.0% chance of an adverse governance delay costing $380,000. Execute only if net expected USD profit is positive and missing votes <= on-chain lendable liquidity; lendable liquidity is 965,000 ARB. Compute expected_value = pass probability*benefit - bribe cost - borrow interest - bridge/gas/delegation costs - expected delay loss. Also state missing votes and reject no_action if EV is positive.",meta-llama/llama-4-scout,1,0,0|1|0,0|1|0,0.333,0.000,1088
L9-044,L9,l9-L9-044,"Refuse-to-trade decision, RFQ route during exchange halt. Evaluate a $1,200,000 SOL opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.45%, oracle age <= 55 seconds, settlement <= 11 minutes, and required capital <= $1,200,000. Option A CEX hedge route: gross edge $18,500, fixed costs $6,200, slippage 0.19% of notional, expected risk 5.0% * $260,000, oracle age 44 seconds, settlement 14 minutes, required capital $1,180,000; Option B Uniswap bridge route: gross edge $13,600, fixed costs $3,900, slippage 0.51% of notional, expected risk 6.0% * $120,000, oracle age 49 seconds, settlement 9 minutes, required capital $1,100,000; Option C solver route: gross edge $21,000, fixed costs $4,800, slippage 0.22% of notional, expected risk 7.0% * $260,000, oracle age 63 seconds, settlement 8 minutes, required capital $1,190,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible.",meta-llama/llama-3.1-8b-instruct,1,0,0|0|1,0|0|1,0.333,0.000,1655
L9-047,L9,l9-L9-047,"Collateral leverage liquidation control, governance-token collateral haircut. A Aave isolated market position on Base/ETH uses 70,000 COMP collateral at $62 and $1,650,000 USDC debt, with Aave/Compound oracle cross-check and bridge unwind available. Liquidation threshold is 55.0%. Stress branch: if COMP depegs or falls 20.0%, maintain target health factor >= 1.35; if the post-shock HF would be below target, repay USDC rather than add collateral. Closing loops adds $7,500 gas, slippage, and solver fees to debt before repay. Compute expected_value as the minimum USDC debt reduction required after fees. Formula: max(0, current debt + fees - collateral value * LT * (1 - shock) / target HF). Also report pre-repay HF and reject any borrow-more action.",meta-llama/llama-4-maverick,1,0,1|0|0,1|0|0,0.333,0.000,1290
L9-048,L9,l9-L9-048,"Staking/restaking risk selection, fast-withdrawal AVS basket. Restake 60 ETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 5%, slashing multiplier <= 2.5, withdrawal delay <= 5 days, oracle freshness <= 18 minutes, and capacity >= 60 ETH. Data: A1 yield 6.4%, operator fee 0.2%, slashing 1 x 0.5%, delay 2 days, oracle age 8 minutes, capacity 80 ETH; A2 yield 8.9%, operator fee 0.5%, slashing 2.1 x 0.7%, delay 4 days, oracle age 15 minutes, capacity 100 ETH; A3 yield 10.2%, operator fee 0.8%, slashing 2.7 x 0.8%, delay 4 days, oracle age 12 minutes, capacity 120 ETH; A4 yield 7.1%, operator fee 0.3%, slashing 1.6 x 0.6%, delay 6 days, oracle age 10 minutes, capacity 70 ETH; A5 yield 7.8%, operator fee 0.4%, slashing 1.8 x 0.5%, delay 3 days, oracle age 16 minutes, capacity 65 ETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",meta-llama/llama-4-maverick,2,1,1|1|0,1|1|0,0.667,1.000,1454
L9-051,L9,l9-L9-051,"Governance incentive capital action, perp listing incentive. A DAO vote spans Compound/Aave style lending, Base and Arb bridge snapshots, and CEX liquidity. Proposal benefit if passed is $640,000, but probability of passage after incentives is 61%. Quorum/control target is 240,000 HYPE votes; treasury already controls 96,000 HYPE. Missing votes can be rented with bribes at $1 per HYPE vote or borrowed at $28 spot price with 28.0% APR for 3 days. Bridge, gas, delegation, and solver costs are $9,000. There is a 4.5% chance of an adverse governance delay costing $240,000. Execute only if net expected USD profit is positive and missing votes <= on-chain lendable liquidity; lendable liquidity is 159,000 HYPE. Compute expected_value = pass probability*benefit - bribe cost - borrow interest - bridge/gas/delegation costs - expected delay loss. Also state missing votes and reject no_action if EV is positive.",meta-llama/llama-3.3-70b-instruct,2,1,1|0|1,1|0|1,0.667,1.000,1617
L9-056,L9,l9-L9-056,"Staking/restaking risk selection, post-incident conservative restake. Restake 180 stETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 6.5%, slashing multiplier <= 3, withdrawal delay <= 7 days, oracle freshness <= 22 minutes, and capacity >= 180 stETH. Data: A1 yield 8.2%, operator fee 0.4%, slashing 1.8 x 0.7%, delay 5 days, oracle age 12 minutes, capacity 220 stETH; A2 yield 12.5%, operator fee 0.9%, slashing 3.1 x 1%, delay 6 days, oracle age 20 minutes, capacity 260 stETH; A3 yield 9.7%, operator fee 0.6%, slashing 2 x 0.8%, delay 4 days, oracle age 18 minutes, capacity 200 stETH; A4 yield 7.8%, operator fee 0.3%, slashing 1.2 x 0.5%, delay 3 days, oracle age 10 minutes, capacity 190 stETH; A5 yield 10.9%, operator fee 0.7%, slashing 2.4 x 0.9%, delay 8 days, oracle age 16 minutes, capacity 300 stETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",meta-llama/llama-4-scout,2,1,0|1|1,0|1|1,0.667,1.000,4020
L9-060,L9,l9-L9-060,"Refuse-to-trade decision, restaking incident unwind abstention. Evaluate a $2,200,000 stETH opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.30%, oracle age <= 35 seconds, settlement <= 14 minutes, and required capital <= $2,200,000. Option A Aave repay via Uniswap: gross edge $31,000, fixed costs $8,400, slippage 0.36% of notional, expected risk 5.0% * $360,000, oracle age 28 seconds, settlement 12 minutes, required capital $2,100,000; Option B CEX hedge bridge unwind: gross edge $52,000, fixed costs $14,200, slippage 0.15% of notional, expected risk 9.0% * $430,000, oracle age 30 seconds, settlement 17 minutes, required capital $2,050,000; Option C solver liquidation fill: gross edge $38,000, fixed costs $9,300, slippage 0.22% of notional, expected risk 6.0% * $390,000, oracle age 41 seconds, settlement 11 minutes, required capital $2,150,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible.",meta-llama/llama-3.1-8b-instruct,2,1,0|1|1,0|1|1,0.667,1.000,1247
L9-072,L9,l9-L9-072,"Staking/restaking risk selection, capacity-constrained cbETH restake after operator migration. Restake 200 cbETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 6%, slashing multiplier <= 3.2, withdrawal delay <= 8 days, oracle freshness <= 22 minutes, and capacity >= 200 cbETH. Data: N1 yield 8.6%, operator fee 0.5%, slashing 1.5 x 0.7%, delay 5 days, oracle age 10 minutes, capacity 240 cbETH; N2 yield 12.8%, operator fee 1%, slashing 3 x 1%, delay 8 days, oracle age 21 minutes, capacity 300 cbETH; N3 yield 10.4%, operator fee 0.6%, slashing 2.1 x 0.8%, delay 6 days, oracle age 18 minutes, capacity 230 cbETH; N4 yield 9.1%, operator fee 0.4%, slashing 1.2 x 0.6%, delay 4 days, oracle age 9 minutes, capacity 180 cbETH; N5 yield 14.2%, operator fee 1.1%, slashing 3.6 x 1.2%, delay 7 days, oracle age 20 minutes, capacity 420 cbETH; N6 yield 7.4%, operator fee 0.2%, slashing 0.8 x 0.5%, delay 9 days, oracle age 8 minutes, capacity 220 cbETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",meta-llama/llama-4-scout,2,1,0|1|1,0|1|1,0.667,1.000,2810
L9-080,L9,l9-L9-080,"Staking/restaking risk selection, fast-withdrawal wstETH AVS rotation. Restake 90 wstETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 5.6%, slashing multiplier <= 2.7, withdrawal delay <= 6 days, oracle freshness <= 18 minutes, and capacity >= 90 wstETH. Data: V1 yield 7.3%, operator fee 0.3%, slashing 1.1 x 0.5%, delay 3 days, oracle age 9 minutes, capacity 110 wstETH; V2 yield 9.8%, operator fee 0.7%, slashing 2.4 x 0.8%, delay 6 days, oracle age 15 minutes, capacity 130 wstETH; V3 yield 8.9%, operator fee 0.5%, slashing 1.8 x 0.7%, delay 5 days, oracle age 12 minutes, capacity 100 wstETH; V4 yield 11.6%, operator fee 0.9%, slashing 2.9 x 1%, delay 4 days, oracle age 10 minutes, capacity 160 wstETH; V5 yield 6.6%, operator fee 0.2%, slashing 0.7 x 0.4%, delay 2 days, oracle age 8 minutes, capacity 80 wstETH; V6 yield 8.1%, operator fee 0.4%, slashing 1.5 x 0.6%, delay 4 days, oracle age 20 minutes, capacity 120 wstETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",meta-llama/llama-3.3-70b-instruct,2,1,0|1|1,0|1|1,0.667,1.000,1339
L10-002,L10,l10-L10-002,"You manage $50,000,000 in DeFi positions. At 14:23 UTC the Chainlink BTC/USD oracle reads $61,240 while Binance spot is $58,100 (a +5.4% oracle deviation).

Exposure:
- $20,000,000 leveraged long BTC on Compound, 75% LTV, liquidation at -8%.
- $15,000,000 in BTC/ETH LP on Uniswap.
- $15,000,000 stables.

Oracle deviation is rising 0.3% per minute; correction requires 7/11 nodes (about 43 minutes remaining). You have roughly 8 minutes before liquidation risk spikes.

Task: Devise an optimal 8-minute response plan to prevent liquidation and compute the expected loss avoided in USD. For the loss calculation, use only the current 5.4% oracle deviation, not the projected 0.3%/minute increase. Treat the $20,000,000 Compound position and the $15,000,000 BTC/ETH LP as fully oracle-sensitive non-stable exposure, exclude stables, and ignore liquidation penalties, hedge costs, slippage, gas, and probability haircuts. Expected loss avoided = current deviation * oracle-sensitive exposure protected.",meta-llama/llama-4-scout,1,0,1|0|0,1|0|0,0.333,0.000,1276
L10-003,L10,l10-L10-003,"Execute a $10,000,000 trade touching blacklisted Ethereum addresses within 48 hours while OFAC-compliant validators control 55% of blocks.

Execution options:
- Flashbots private relay: 90% success, 0.15% fee, sub-one-block latency.
- CowSwap batch auction: 75% success, 0.25% fee, about 15-minute latency.
- Bridge to an L2: 95% success, 0.35% fee, but 7-day delay (not feasible).
- Railgun privacy route: 99% success, 0.80% fee, roughly 2-minute latency but higher regulatory risk.

Constraints: Trade must complete within 48 hours, target success of at least 97%, minimize expected cost percentage, remain non-custodial and on-chain. A routing plan may use sequential independent attempts: try the first route, and only if it fails, try the backup route. The L2 bridge is infeasible because of its 7-day delay. For the reported cost, count route fees when an attempt is submitted, including failed attempts, and do not normalize by conditional success.

Design a minimal-cost routing plan that meets the success target and report the success-weighted cost percentage.",meta-llama/llama-4-maverick,2,1,1|0|1,1|0|1,0.667,1.000,4293
L10-003,L10,l10-L10-003,"Execute a $10,000,000 trade touching blacklisted Ethereum addresses within 48 hours while OFAC-compliant validators control 55% of blocks.

Execution options:
- Flashbots private relay: 90% success, 0.15% fee, sub-one-block latency.
- CowSwap batch auction: 75% success, 0.25% fee, about 15-minute latency.
- Bridge to an L2: 95% success, 0.35% fee, but 7-day delay (not feasible).
- Railgun privacy route: 99% success, 0.80% fee, roughly 2-minute latency but higher regulatory risk.

Constraints: Trade must complete within 48 hours, target success of at least 97%, minimize expected cost percentage, remain non-custodial and on-chain. A routing plan may use sequential independent attempts: try the first route, and only if it fails, try the backup route. The L2 bridge is infeasible because of its 7-day delay. For the reported cost, count route fees when an attempt is submitted, including failed attempts, and do not normalize by conditional success.

Design a minimal-cost routing plan that meets the success target and report the success-weighted cost percentage.",meta-llama/llama-4-scout,2,1,0|1|1,0|1|1,0.667,1.000,1906
L10-005,L10,l10-L10-005,"Sell 500,000 ALT at $8.20 within 24 hours across venues:
- Binance: 0.8% fee with $50,000 depth.
- OKX: 1.2% fee with $30,000 depth.
- Uniswap: 2.0% impact with $120,000 depth.
- MEXC: 1.5% fee with $80,000 depth.

Holdings: 300,000 ALT already on Binance, 200,000 on Ethereum (bridge cost 0.1% plus $50 gas). Price likely pumps 40% tomorrow due to unreleased news.

Execution convention: venue depth is reusable per TWAP slice over the 24-hour window, but inventory can only be sold where it already sits unless explicitly bridged. For this scenario, the Ethereum ALT cannot be deposited to CEX venues within 24 hours, so sell the 300,000 ALT already on Binance through Binance TWAP slices and sell the 200,000 ALT already on Ethereum through Uniswap. Do not use OKX or MEXC unless Binance inventory exceeds Binance's executable inventory. Treat Uniswap's 2.0% impact as the all-in execution haircut for the Ethereum sale.

Design a TWAP execution that minimizes slippage under those settlement constraints, finishes before the pump, and report expected proceeds.",meta-llama/llama-3.3-70b-instruct,1,0,0|1|0,0|0.7|0,0.233,0.000,1678
L10-005,L10,l10-L10-005,"Sell 500,000 ALT at $8.20 within 24 hours across venues:
- Binance: 0.8% fee with $50,000 depth.
- OKX: 1.2% fee with $30,000 depth.
- Uniswap: 2.0% impact with $120,000 depth.
- MEXC: 1.5% fee with $80,000 depth.

Holdings: 300,000 ALT already on Binance, 200,000 on Ethereum (bridge cost 0.1% plus $50 gas). Price likely pumps 40% tomorrow due to unreleased news.

Execution convention: venue depth is reusable per TWAP slice over the 24-hour window, but inventory can only be sold where it already sits unless explicitly bridged. For this scenario, the Ethereum ALT cannot be deposited to CEX venues within 24 hours, so sell the 300,000 ALT already on Binance through Binance TWAP slices and sell the 200,000 ALT already on Ethereum through Uniswap. Do not use OKX or MEXC unless Binance inventory exceeds Binance's executable inventory. Treat Uniswap's 2.0% impact as the all-in execution haircut for the Ethereum sale.

Design a TWAP execution that minimizes slippage under those settlement constraints, finishes before the pump, and report expected proceeds.",meta-llama/llama-4-maverick,1,0,1|0|0,1|0|0,0.333,0.000,3624
L10-006,L10,l10-L10-006,"You control 5,000,000 veCRV (about $5,000,000). Curve may cut veCRV voting power by 50% in eight weeks, implying a 30% veCRV price drop and a 40% CVX pump. For this scenario, the governance cut has a 60% probability; if it fails, veCRV and CVX prices are unchanged. ""Convert to CVX ahead of the vote"" means convert the full position at time zero before any weekly bribes accrue, and it forfeits all veCRV bribes after conversion. Convex remains veCRV-linked exposure, does not receive the CVX price pump, and its ""16% APR plus bribes"" is modeled as a total 16% APR reward rate for this comparison. Ignore trading costs and taxes.

Options:
1. Stay with Votium at 22% APR bribes (compounding weekly).
2. Lock through Convex for 16% APR plus bribes but lose direct control.
3. Convert to CVX ahead of the vote.

Plan a 12-week strategy that maximizes expected USD profit including bribes and probability-weighted token moves.",meta-llama/llama-4-maverick,1,0,0|0|1,0|0|1,0.333,0.000,2953
L10-008,L10,l10-L10-008,"A DAO treasury holds $50,000,000 (80% GOV token, 10% stables, remainder ETH and LP positions). SEC rules require GOV exposure under 40% and stables above 50%.

Stats:
- GOV daily volume $8,000,000 with 20% price impact at $4,000,000 per day.
- LP exit takes seven days with 2% impermanent loss.
- Deadline is 14 days plus a seven-day governance delay.
- For this scenario, the seven-day governance delay happens first and leaves exactly 14 execution days for GOV sales. The full $5,000,000 remainder is LP exposure that must be exited into stables and takes the 2% impermanent-loss hit.
- Model GOV price impact as execution slippage only on the GOV sold, not as a mark-to-market discount on remaining GOV. Daily impact percentage = 20% * (daily GOV sold / $4,000,000). Spread GOV sales evenly across the 14 execution days and sell the minimum GOV amount needed so final GOV exposure is below 40% of final treasury value while stables exceed 50%. For the numeric answer, solve the equality boundary for the strict ""under 40%"" constraint and report the limiting final value, noting that an infinitesimally larger sale satisfies the strict inequality without changing the rounded result.

Compute an optimal sell schedule and final treasury value after meeting the mandate.",meta-llama/llama-4-scout,2,1,1|1|0,0.7|0.7|0,0.467,0.700,3336
L10-008,L10,l10-L10-008,"A DAO treasury holds $50,000,000 (80% GOV token, 10% stables, remainder ETH and LP positions). SEC rules require GOV exposure under 40% and stables above 50%.

Stats:
- GOV daily volume $8,000,000 with 20% price impact at $4,000,000 per day.
- LP exit takes seven days with 2% impermanent loss.
- Deadline is 14 days plus a seven-day governance delay.
- For this scenario, the seven-day governance delay happens first and leaves exactly 14 execution days for GOV sales. The full $5,000,000 remainder is LP exposure that must be exited into stables and takes the 2% impermanent-loss hit.
- Model GOV price impact as execution slippage only on the GOV sold, not as a mark-to-market discount on remaining GOV. Daily impact percentage = 20% * (daily GOV sold / $4,000,000). Spread GOV sales evenly across the 14 execution days and sell the minimum GOV amount needed so final GOV exposure is below 40% of final treasury value while stables exceed 50%. For the numeric answer, solve the equality boundary for the strict ""under 40%"" constraint and report the limiting final value, noting that an infinitesimally larger sale satisfies the strict inequality without changing the rounded result.

Compute an optimal sell schedule and final treasury value after meeting the mandate.",meta-llama/llama-3.1-8b-instruct,1,0,1|0|0,1|0.4|0,0.467,0.400,1483
L10-009,L10,l10-L10-009,"As an Ethereum block builder (slot 8,234,567) you observe these MEV opportunities:
- Sandwich: $800,000 value, 18M gas, 95% success, ethical concerns.
- Liquidation: $300,000 value, 5M gas, 90% success.
- NFT backrun: $150,000 value, 1M gas, 80% success.
- Frontrun: $120,000 value, 3M gas, 99% success, unethical.
- CEX-DEX arbitrage: $500,000 value, 6M gas, 85% success.

Gas limit is 30M. For this scenario, ""ethical"" excludes only the opportunity explicitly labeled unethical; the sandwich's ethical concerns are treated as resolved by consented/limited orderflow and it may be included. Builder profit is expected opportunity value * success probability * 10% builder keep after the 90% proposer share, minus a fixed $12,000 gas/inclusion cost for a full 30M-gas bundle. Use the gas limit as a hard knapsack constraint.

Select an ethical bundle that maximizes profit after the proposer share and fixed gas/inclusion cost.",meta-llama/llama-4-scout,1,0,0|0|1,0|0|1,0.333,0.000,5331
L10-010,L10,l10-L10-010,"Predict Ethereum gas prices one hour ahead to minimize cost for 10 transactions (200,000 gas each, ETH at $3,000). Current gas is 25 base plus 2 priority (27 gwei).

Events:
- US market open: +80% gas with 5% probability, magnitude above 200%.
- NFT mint: +120% gas with 0.6 probability, 0.4 chance of delay.
- Maintenance window at 16:00: -30% gas with 0.6 probability, 0.4 chance of cancellation.
- Bot wars: +40% gas.

Execution options:
- Low scenario at 25 gwei (100% fill).
- Medium scenario at 71 gwei (60% fill).
- High scenario leaves orders unfilled.
- For this scenario, execute all 10 transactions only in the Low scenario. Treat the current 27 gwei line as market context, not the execution gas price. Treat the event bullets as context already summarized by the Low/Medium/High execution options; do not recombine them into a separate forecast. Medium and High are infeasible because the task requires all 10 transactions to execute.

Design an execution schedule minimizing expected USD spend and report the expected cost.",meta-llama/llama-4-maverick,1,0,0|0|1,0|0|1,0.333,0.000,2080
L10-012,L10,l10-L10-012,"Operate a Lightning routing node managing $2,000,000 BTC. Current state: 32 BTC across 47 channels, 87% payment success, 0.15% fee rate, $18,000,000 monthly volume, and 13% failures due to inbound imbalance.

Objectives:
- Reach 95% success rate.
- Double monthly revenue.
- Spend no more than $5,000 on-chain.
- Cap channels at 60.

For this scenario, the $18,000,000 monthly volume is successful routed volume already earning the 0.15% fee rate, not attempted volume. Higher success and direct institutional channels should be sized so the final successful routed volume is exactly $36,000,000 per month at the same fee rate; rebalancing costs are one-time and excluded from monthly revenue.

Higher success attracts retry traffic, and direct institutional channels can add flow. Devise a rebalancing and channel strategy meeting the targets and report expected monthly revenue.",meta-llama/llama-4-maverick,1,0,1|0|0,1|0|0,0.333,0.000,2344
L10-012,L10,l10-L10-012,"Operate a Lightning routing node managing $2,000,000 BTC. Current state: 32 BTC across 47 channels, 87% payment success, 0.15% fee rate, $18,000,000 monthly volume, and 13% failures due to inbound imbalance.

Objectives:
- Reach 95% success rate.
- Double monthly revenue.
- Spend no more than $5,000 on-chain.
- Cap channels at 60.

For this scenario, the $18,000,000 monthly volume is successful routed volume already earning the 0.15% fee rate, not attempted volume. Higher success and direct institutional channels should be sized so the final successful routed volume is exactly $36,000,000 per month at the same fee rate; rebalancing costs are one-time and excluded from monthly revenue.

Higher success attracts retry traffic, and direct institutional channels can add flow. Devise a rebalancing and channel strategy meeting the targets and report expected monthly revenue.",meta-llama/llama-4-scout,2,1,1|0|1,1|0|1,0.667,1.000,4259
L10-016,L10,l10-L10-016,"Execute a $2,000,000 USDC to SOL swap via Jupiter on Solana. The network lacks a public mempool; 95% of stake uses Jito bundles for MEV extraction. Historical attack rate is 73% for swaps over $500,000 with an average 0.8% slippage loss.

Options:
1. Submit a Jito bundle with a high tip ($3,000, 90% success).
2. Use a private RPC (Triton or Helius) costing $50 with 95% success.
3. Split into 20 micro-swaps of $100,000 each (adds 0.15% slippage, 80% success).
4. Hybrid: combine private RPC and splitting.

Objective and cost convention: choose the highest protected-completion probability strategy with total expected cost at or below 0.6%, while also keeping each child order at or below $100,000. Private RPC alone fails the child-order constraint, and splitting alone fails the 90% protected-completion target. For the Hybrid, define success probability as 90% and expected total cost as 0.15% split slippage + $50 / $2,000,000 private RPC cost + 0.3975% residual Jito adverse-selection cost = 0.55% rounded. Do not apply the historical 73% attack rate again after using the prescribed residual-cost term.

Design an optimal MEV defense strategy with maximum total cost of 0.6% and report expected total cost percentage, success probability, and execution steps.",meta-llama/llama-4-scout,1,0,1|0|0,1|0|0,0.333,0.000,2078
L10-017,L10,l10-L10-017,"Operate a Solana validator with 500,000 SOL staked at $140 per SOL (~$70,000,000). Current performance is 89% with 8% commission and delegations declining 5% per quarter. Target: restore performance to 95% and reach 15% ROI within six months under a $200,000 budget. For this scenario, ROI means incremental six-month net profit divided by the upgrade spend selected for the plan, not return on the $70,000,000 self-stake principal.

Upgrade options:
1. Hardware refresh ($50,000) reaching 93-95% performance.
2. Asia replica ($64,000) for 94-96% performance.
3. Lower commission from 8% to 6%.
4. Add Jito MEV (15% earnings boost, $15,000 setup).
5. Launch premium RPC (adds $180,000 revenue, $150,000 year-one cost).

Economic constants for the six-month ROI calculation: the hardware refresh plus Jito setup is the targetable $65,000 package; restoring performance from 89% to 95% adds $6,750 of six-month net profit, and Jito adds $3,000 of six-month net MEV profit after setup effects. The Asia replica is a redundancy alternative, not additive with the hardware refresh for this target. Lowering commission stabilizes delegation but has no direct six-month incremental-profit credit in this ROI calculation. Premium RPC is evaluated on year-one economics and is not part of the six-month ROI numerator.

Devise a three-phase plan within budget that hits the targets and stabilizes delegations.",meta-llama/llama-4-maverick,2,1,0|1|1,0|1|1,0.667,1.000,3988
L10-020,L10,l10-L10-020,"You manage $35,000,000 in DeFi positions. At 09:12 UTC the Chainlink ETH/USD oracle reads $3,328 while Coinbase spot is $3,176, a +4.8% oracle deviation.

Exposure:
- $12,000,000 Lido stETH leverage loop on Aave with liquidation risk if the oracle corrects.
- $8,000,000 ETH collateralized borrow on Compound, oracle-sensitive.
- $5,000,000 ETH/USDC LP on Uniswap V3, oracle-sensitive for the hedge trigger.
- $6,000,000 hedged ETH perps that are already delta-neutral.
- $4,000,000 stables.

The deviation is rising 0.2% per minute and the oracle committee is expected to correct in 31 minutes, but liquidation risk spikes in 6 minutes. For the loss calculation, use only the current 4.8% deviation. Treat the Lido loop, Compound borrow, and LP as fully oracle-sensitive exposure; exclude the hedged perps and stables. Ignore liquidation penalties, hedge costs, gas, slippage, and probability haircuts. Expected loss avoided = current deviation * oracle-sensitive exposure protected.

Devise a six-minute defense plan and report the expected USD loss avoided.",meta-llama/llama-3.3-70b-instruct,1,0,0|1|0,0|1|0,0.333,0.000,6644
L10-020,L10,l10-L10-020,"You manage $35,000,000 in DeFi positions. At 09:12 UTC the Chainlink ETH/USD oracle reads $3,328 while Coinbase spot is $3,176, a +4.8% oracle deviation.

Exposure:
- $12,000,000 Lido stETH leverage loop on Aave with liquidation risk if the oracle corrects.
- $8,000,000 ETH collateralized borrow on Compound, oracle-sensitive.
- $5,000,000 ETH/USDC LP on Uniswap V3, oracle-sensitive for the hedge trigger.
- $6,000,000 hedged ETH perps that are already delta-neutral.
- $4,000,000 stables.

The deviation is rising 0.2% per minute and the oracle committee is expected to correct in 31 minutes, but liquidation risk spikes in 6 minutes. For the loss calculation, use only the current 4.8% deviation. Treat the Lido loop, Compound borrow, and LP as fully oracle-sensitive exposure; exclude the hedged perps and stables. Ignore liquidation penalties, hedge costs, gas, slippage, and probability haircuts. Expected loss avoided = current deviation * oracle-sensitive exposure protected.

Devise a six-minute defense plan and report the expected USD loss avoided.",meta-llama/llama-4-maverick,2,1,1|0|1,1|0|1,0.667,1.000,2899
L10-021,L10,l10-L10-021,"You manage $80,000,000 across Solana DeFi. At 18:40 UTC the Pyth SOL/USD oracle reads $181.35 while Coinbase spot is $166.00, a +9.25% stale-oracle deviation.

Exposure:
- $30,000,000 SOL collateralized loop on Kamino.
- $18,000,000 Drift margin position using the same oracle.
- $12,000,000 SOL/USDC LP on Orca with oracle-triggered hedging.
- $20,000,000 USDC reserves.

The deviation is projected to decay after a guardian update in 22 minutes, but the borrow accounts can be liquidated in about 5 minutes if the stale price abruptly corrects. For the numeric answer, use only the current 9.25% deviation, treat Kamino, Drift, and Orca LP exposure as fully oracle-sensitive, exclude USDC reserves, and ignore fees, slippage, liquidation penalties, and probability haircuts. Expected loss avoided = current deviation * oracle-sensitive exposure protected.

Design the immediate defense and compute the expected USD loss avoided.",meta-llama/llama-3.3-70b-instruct,1,0,1|0|0,1|0|0.4,0.467,0.400,2978
