question_id,level,rubric_id,prompt,pass_count,avg_score,passed_models,failed_models
L10-033,L10,l10-L10-033,"As an Ethereum block builder you observe these MEV opportunities for a 28M gas block: - Consented sandwich: $900,000 value, 14M gas, 90% success, explicitly permitted orderflow. - Oracle backrun: $650,000 value, 8M gas, 80% success. - Liquidation: $400,000 value, 6M gas, 92% success. - NFT backrun: $180,000 value, 2M gas, 75% success. - LST arbitrage: $300,000 value, 5M gas, 85% success. - Toxic frontrun: $250,000 value, 4M gas, 99% success, unethical and excluded. Builder profit is expected opportunity value * success probability * 12% builder keep after proposer share, minus a fixed $10,000 inclusion and gas cost for the selected bundle. The gas limit is a hard knapsack constraint. The only excluded opportunity is the one explicitly labeled unethical; the consented sandwich is allowed. Select the ethical bundle that maximizes builder profit and report USD profit after the fixed cost.",1,0.550,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-035,L10,l10-L10-035,"Predict Ethereum gas costs one hour ahead for 15 transactions, each using 250,000 gas, with ETH at $3,200. Current gas is 34 base plus 2 priority gwei. Event context: - NFT claim wave may push gas higher. - A validator maintenance window may reduce gas. - A bot auction may briefly congest the next few blocks. Execution options already summarize those events: - Low scenario at 18 gwei, 100% fill for all 15 transactions. - Medium scenario at 48 gwei, 70% fill. - High scenario at 92 gwei, orders remain partially unfilled. For this scenario, execute all 15 transactions only in the Low scenario. Treat the current 36 gwei line and event bullets as context already summarized by the Low/Medium/High execution options; do not recombine them into a separate forecast. Medium and High are infeasible because the task requires all 15 transactions to execute. Compute USD cost as transactions * gas_per_transaction * gas_price_gwei * 1e-9 ETH/gwei * ETH price. Design the gas-timed execution and report expected USD spend.",1,0.350,mistralai/mistral-medium-3-5,mistralai/mistral-small-2603
L10-038,L10,l10-L10-038,"A Solana performance catalyst is expected in 75 days. You manage $6,000,000 across spot SOL, JitoSOL carry, perpetual funding, and options. Spot markets imply a +22% catalyst base case, JitoSOL staking carry is 8.0% APR, perpetual funding is 18.0% APR, and options implied volatility is below the expected realized move. Use this required risk-balanced allocation and deterministic 75-day return model: - 30% spot SOL earning +22%. - 25% JitoSOL carry earning 8.0% APR prorated over 75 days. - 25% perpetual funding leg earning 18.0% APR prorated over 75 days. - 20% options call-spread leg earning +65% net after premium. For this scenario, the +65% options payoff is active, not conditional. The options package includes downside puts that cap total portfolio drawdown below 16% in the stress case; ignore additional fees, borrow costs, and slippage. Compute total portfolio return as the weighted sum of the four deterministic leg returns. Design the multi-leg strategy and report expected percent return over 75 days.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-040,L10,l10-L10-040,"Operate a cross-rollup stablecoin routing desk with $3,000,000 inventory across Arbitrum, Base, and Optimism. Current state: $22,000,000 monthly successful routed volume, 91% fill success, 0.11% net routing fee after LP rebates, and 9% failures caused by inventory imbalance between rollups. Objectives: - Reach 97% fill success. - Keep total rebalancing spend below $6,000 per month. - Keep inventory on all three rollups, with no rollup below 20% of total inventory. - Grow final successful routed volume to exactly $45,000,000 per month at the same 0.11% net fee rate. For this scenario, the $22,000,000 baseline is successful routed volume, not attempted volume. Rebalancing spend is excluded from the reported monthly revenue. Institutional RFQ flow and solver integrations should be sized so final successful routed volume is exactly $45,000,000 per month; do not apply additional multipliers. Report revenue as final successful routed volume * 0.11%. Devise the liquidity routing plan and report expected monthly revenue.",1,0.500,mistralai/mistral-medium-3-5,mistralai/mistral-small-2603
L10-048,L10,l10-L10-048,"Operate a Cosmos validator with 8,000,000 ATOM delegated at $9 per ATOM. Current signing uptime is 92%, missed-block penalties are increasing, and delegations are declining 4% per quarter. Target: restore uptime to 98% and reach 15% ROI within six months under a $150,000 budget. For this scenario, ROI means incremental six-month net profit divided by the upgrade spend selected for the plan, not return on delegated stake principal. Upgrade options: 1. Add distributed sentry nodes ($48,000) contributing to the uptime target. 2. Deploy Horcrux threshold signer ($32,000) contributing to the uptime target. 3. Add Skip MEV integration ($10,000) adding six-month net MEV profit. 4. Lower commission from 7% to 5%, stabilizing delegations but with no direct six-month incremental-profit credit. 5. Build a public API product ($90,000) evaluated on year-one economics and not part of the six-month ROI numerator. Economic constants: the sentry nodes + Horcrux signer + Skip MEV package costs $90,000; restoring uptime from 92% to 98% adds $8,100 of six-month net profit; Skip MEV adds $5,400 of six-month net profit after setup effects. Public API is outside the six-month numerator. Devise a three-phase plan within budget and report six-month ROI percentage.",1,0.500,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
L10-065,L10,l10-L10-065,"A protocol receives $2,400,000 revenue at the start of each month for six months. Its treasury waterfall is: - 35% of monthly revenue goes to token buybacks. - 25% goes to an insurance fund until that fund reaches $4,000,000. - Any insurance allocation after the fund reaches $4,000,000 is redirected to token buybacks in the same month. - The remaining revenue goes to operations. The insurance fund starts at $2,800,000. Average buyback prices by month are: 1. $1.20 2. $1.05 3. $0.90 4. $1.10 5. $1.25 6. $1.40 Buybacks execute once per month at the listed average price. Compute total tokens bought and burned over six months, and report the token count.",1,0.500,mistralai/mistral-medium-3-5,mistralai/mistral-small-2603
AGI-015,L11/AGI,agi-AGI-015,"Convert $2,000,000 USDC to ETH before a 90-minute announcement expected to push ETH +5-8%. You want lowest acquisition cost, but visible DEX or bridge overuse is copied by searchers after the first large route. Venues (price | fee | fixed costs | adversarial capacity before repricing): - Binance: $3,005 | 0.10% taker | $0 fixed | $600,000. - Coinbase: $3,010 | 0.15% taker | $0 fixed | $500,000. - Kraken: $3,000 | 0.26% taker | $0 fixed | $500,000. - Uniswap V3 Ethereum: $3,003 | 0.30% pool fee | $80 gas | $450,000. - Curve ETH: $3,004 | 0.04% fee | $120 gas | $400,000. - Uniswap Arbitrum: $2,998 | 0.25% fee | $14 bridge+gas | $400,000 private-intent capacity. - Velodrome Optimism: $2,995 | 0.20% fee | $9 bridge+gas | $400,000 private-intent capacity. - OTC Circle: $3,006 | 0.05% fee | $0 fixed | $250,000 before dealer fade. - OTC Cumberland: $3,008 | 0.08% fee | $0 fixed | $250,000 before dealer fade. Trades above an adversarial capacity incur copied-flow repricing that is worse than the next listed venue. Construct the unique allocation that minimizes total cost while completing inside the 90-minute window. Output JSON fields: intent, chosen_strategy, venue_allocation_usd, expected_eth_received, effective_price. Choose the strategy from: [capacity_capped_best_execution, otc_first_dealer_workup, single_venue_lowest_quote_sweep, pro_rata_across_all_venues].",1,0.722,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
AGI-024,L11/AGI,agi-AGI-024,"You must buy 50,000 ABC before an information event. A copy-trading bot worsens the remaining public book after it sees an aggressive parent order above 10,000 ABC, while private fills update no public footprint. Raw execution primitives: - Dark_RFQ can fill 15,000 ABC at $1.206 all-in if committed before T+20s; it is not visible to the copy bot. - Internalizer can fill 18,000 ABC at $1.2075 all-in if committed before T+45s; it is not visible to the copy bot. - RFQ_A can fill 10,000 ABC at $1.209 all-in if committed before T+70s; it is not visible to the copy bot. - A hidden public iceberg can absorb up to 7,000 ABC at $1.204 before the event. Any larger public parent becomes visible and can reprice the rest of the order. - Current mid is $1.2. Every committed child must finish inside the event window. Design the execution route from these primitives. The answer must reconcile route order, venue fills, hidden-public size, all-in average price, slippage versus mid, and a self-check that the copied-flow trigger is not activated. Output JSON fields: intent, chosen_strategy, execution_sequence, venue_fills, hidden_public_qty, expected_avg_price, expected_slippage_pct, self_check.",1,0.682,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
AGI-026,L11/AGI,agi-AGI-026,"You must buy 120,000 KAP before an information event. A copy-trading bot worsens the remaining public book after it sees an aggressive parent order above 25,000 KAP, while private fills update no public footprint. Raw execution primitives: - Internalizer can fill 42,000 KAP at $4.925 all-in if committed before T+20s; it is not visible to the copy bot. - Dark_RFQ can fill 35,000 KAP at $4.931 all-in if committed before T+45s; it is not visible to the copy bot. - CEX_Y can fill 30,000 KAP at $4.936 all-in if committed before T+70s; it is not visible to the copy bot. - A hidden public iceberg can absorb up to 13,000 KAP at $4.918 before the event. Any larger public parent becomes visible and can reprice the rest of the order. - Current mid is $4.91. Every committed child must finish inside the event window. Design the execution route from these primitives. The answer must reconcile route order, venue fills, hidden-public size, all-in average price, slippage versus mid, and a self-check that the copied-flow trigger is not activated. Output JSON fields: intent, chosen_strategy, execution_sequence, venue_fills, hidden_public_qty, expected_avg_price, expected_slippage_pct, self_check.",1,0.682,mistralai/mistral-medium-3-5,mistralai/mistral-small-2603
AGI-065,L11/AGI,agi-AGI-065,"Convert $2,000,000 USDC into SOL before an announcement window. Visible overuse of any route is copied by searchers and repriced worse than the next venue; private/OTC routes do not create a public pre-fill graph. Raw venue primitives: - Binance: usable clip $550,000, quoted price $149.7, fee 0.06%, fixed cost $30, publicly visible before completion. - Jupiter_Solana: usable clip $450,000, quoted price $149.8, fee 0.10%, fixed cost $80, private before completion. - Uniswap_Arbitrum: usable clip $350,000, quoted price $150, fee 0.12%, fixed cost $100, private before completion. - OTC_Circle: usable clip $350,000, quoted price $150.15, fee 0.04%, fixed cost $20, publicly visible before completion. - Coinbase: usable clip $300,000, quoted price $150.25, fee 0.08%, fixed cost $30, publicly visible before completion. - Fixed costs are deducted before percentage fees. - The route plan must complete the full notional without creating an observable clip larger than the public route can absorb before copy-trading reprices it. Design the acquisition route. The answer must reconcile venue allocation, largest visible clip, asset received, effective price, and self-check from one plan. Output JSON fields: intent, chosen_strategy, venue_allocation_usd, largest_visible_clip_usd, expected_asset_received, effective_price, self_check.",1,0.364,mistralai/mistral-small-2603,mistralai/mistral-medium-3-5
AGI-086,L11/AGI,agi-AGI-086,"You must buy 50,000 ABC before an information event. A copy-trading bot worsens the remaining public book after it sees an aggressive parent order above 10,000 ABC, while private fills update no public footprint. Raw execution primitives: - Dark_RFQ can fill 15,000 ABC at $1.206 all-in if committed before T+20s; it is not visible to the copy bot. - Internalizer can fill 18,000 ABC at $1.2075 all-in if committed before T+45s; it is not visible to the copy bot. - RFQ_A can fill 10,000 ABC at $1.209 all-in if committed before T+70s; it is not visible to the copy bot. - A hidden public iceberg can absorb up to 7,000 ABC at $1.204 before the event. Any larger public parent becomes visible and can reprice the rest of the order. - Current mid is $1.2. Every committed child must finish inside the event window. Design the execution route from these primitives. The answer must reconcile route order, venue fills, hidden-public size, all-in average price, slippage versus mid, and a self-check that the copied-flow trigger is not activated. Output JSON fields: intent, chosen_strategy, execution_sequence, venue_fills, hidden_public_qty, expected_avg_price, expected_slippage_pct, self_check.",1,0.682,mistralai/mistral-medium-3-5,mistralai/mistral-small-2603
AGI-087,L11/AGI,agi-AGI-087,"You must buy 80,000 RHO before an information event. A copy-trading bot worsens the remaining public book after it sees an aggressive parent order above 18,000 RHO, while private fills update no public footprint. Raw execution primitives: - CEX_Y can fill 22,000 RHO at $0.8218 all-in if committed before T+20s; it is not visible to the copy bot. - Dark_RFQ can fill 25,000 RHO at $0.8229 all-in if committed before T+45s; it is not visible to the copy bot. - RFQ_A can fill 24,000 RHO at $0.8242 all-in if committed before T+70s; it is not visible to the copy bot. - A hidden public iceberg can absorb up to 9,000 RHO at $0.8205 before the event. Any larger public parent becomes visible and can reprice the rest of the order. - Current mid is $0.819. Every committed child must finish inside the event window. Design the execution route from these primitives. The answer must reconcile route order, venue fills, hidden-public size, all-in average price, slippage versus mid, and a self-check that the copied-flow trigger is not activated. Output JSON fields: intent, chosen_strategy, execution_sequence, venue_fills, hidden_public_qty, expected_avg_price, expected_slippage_pct, self_check.",1,0.636,mistralai/mistral-medium-3-5,mistralai/mistral-small-2603
