question_id,level,pass_count,pass_models,fail_models,avg_score,avg_duration_ms,llama33_70b_pass,llama33_70b_score,llama33_70b_duration_ms,llama33_70b_failures,{aliases[m]}_error,llama4_maverick_pass,llama4_maverick_score,llama4_maverick_duration_ms,llama4_maverick_failures,{aliases[m]}_error,llama4_scout_pass,llama4_scout_score,llama4_scout_duration_ms,llama4_scout_failures,{aliases[m]}_error,llama31_8b_pass,llama31_8b_score,llama31_8b_duration_ms,llama31_8b_failures,{aliases[m]}_error
AGI-051,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.313,2852,0,0.250,2907,agi_validation_failed:intent|agi_validation_failed:decision|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_sequence|agi_validation_failed:expected_exit_value_usd|agi_validation_failed:self_check,,0,0.500,1374,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_sequence|agi_validation_failed:self_check,,0,0.250,4795,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_sequence|agi_validation_failed:private_sale_usd|agi_validation_failed:expected_exit_value_usd|agi_validation_failed:self_check,,0,0.250,2332,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_sequence|agi_validation_failed:expected_exit_value_usd|agi_validation_failed:expected_stay_value_usd|agi_validation_failed:self_check,
AGI-052,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.375,3183,0,0.375,4281,agi_validation_failed:intent|agi_validation_failed:decision|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_sequence|agi_validation_failed:self_check,,0,0.500,1938,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_sequence|agi_validation_failed:self_check,,0,0.375,4068,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_sequence|agi_validation_failed:expected_exit_value_usd|agi_validation_failed:self_check,,0,0.250,2443,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_sequence|agi_validation_failed:expected_exit_value_usd|agi_validation_failed:expected_stay_value_usd|agi_validation_failed:self_check,
AGI-053,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.438,2670,0,0.250,2449,agi_validation_failed:intent|agi_validation_failed:decision|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_sequence|agi_validation_failed:expected_exit_value_usd|agi_validation_failed:self_check,,0,0.625,2512,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check,,0,0.500,2728,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_exit_value_usd|agi_validation_failed:self_check,,0,0.375,2992,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_exit_value_usd|agi_validation_failed:expected_stay_value_usd|agi_validation_failed:self_check,
AGI-054,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.107,4571,0,0.143,9278,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,,0,0.143,3154,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,,0,0.143,3436,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,,0,0.000,2414,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.SOL_short.notional_usd|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check,
AGI-055,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.042,4659,0,0.000,6860,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.ETH_short.notional_usd|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd,,0,0.000,2625,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.ETH_short.notional_usd|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd,,0,0.167,3736,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.ETH_short.notional_usd|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:residual_1d_var_usd,,0,0.000,5414,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.ETH_short.notional_usd|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd,
AGI-056,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.167,2788,0,0.000,6279,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.BTC_short.notional_usd|agi_validation_failed:hedge_legs.ETH_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd,,0,0.000,1727,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.BTC_short.notional_usd|agi_validation_failed:hedge_legs.ETH_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd,,0,0.333,581,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.ETH_put_spread.notional_usd|agi_validation_failed:residual_1d_var_usd,,0,0.333,2565,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd,
AGI-057,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.450,5015,0,0.400,4128,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:sale_sequence|agi_validation_failed:net_tax_benefit|agi_validation_failed:remaining_unoffset_gains|agi_validation_failed:self_check,,0,0.500,7884,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:sale_sequence|agi_validation_failed:net_tax_benefit|agi_validation_failed:self_check,,0,0.400,4834,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:sale_sequence|agi_validation_failed:net_tax_benefit|agi_validation_failed:remaining_unoffset_gains|agi_validation_failed:self_check,,0,0.500,3213,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:net_tax_benefit|agi_validation_failed:remaining_unoffset_gains|agi_validation_failed:self_check,
AGI-058,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.475,4207,0,0.400,4771,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:sale_sequence|agi_validation_failed:net_tax_benefit|agi_validation_failed:remaining_unoffset_gains|agi_validation_failed:self_check,,0,0.600,1412,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:sale_sequence|agi_validation_failed:self_check,,0,0.500,6604,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:net_tax_benefit|agi_validation_failed:remaining_unoffset_gains|agi_validation_failed:self_check,,0,0.400,4041,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:sale_sequence|agi_validation_failed:net_tax_benefit|agi_validation_failed:remaining_unoffset_gains|agi_validation_failed:self_check,
AGI-059,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.450,5822,0,0.400,7695,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:sale_sequence|agi_validation_failed:net_tax_benefit|agi_validation_failed:remaining_unoffset_gains|agi_validation_failed:self_check,,0,0.400,1633,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:sale_sequence|agi_validation_failed:net_tax_benefit|agi_validation_failed:remaining_unoffset_gains|agi_validation_failed:self_check,,0,0.500,6137,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:net_tax_benefit|agi_validation_failed:remaining_unoffset_gains|agi_validation_failed:self_check,,0,0.500,7823,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:net_tax_benefit|agi_validation_failed:remaining_unoffset_gains|agi_validation_failed:self_check,
AGI-060,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.442,5642,0,0.385,7218,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:perp_short_allocation_usd.OKX|agi_validation_failed:perp_short_allocation_usd.dYdX|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,,0,0.538,1614,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,,0,0.538,8122,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,,0,0.308,5612,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:perp_short_allocation_usd.Binance|agi_validation_failed:perp_short_allocation_usd.Hyperliquid|agi_validation_failed:leverage|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,
AGI-061,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.442,5172,0,0.538,5719,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,,0,0.615,3887,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,,0,0.462,5238,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:perp_short_allocation_usd.dYdX|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,,0,0.154,5845,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:perp_short_allocation_usd.Binance|agi_validation_failed:perp_short_allocation_usd.Bybit|agi_validation_failed:perp_short_allocation_usd.OKX|agi_validation_failed:perp_short_allocation_usd.Hyperliquid|agi_validation_failed:perp_short_allocation_usd.dYdX|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,
AGI-062,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.519,6136,0,0.692,4937,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:pnl_30d_usd|agi_validation_failed:self_check,,0,0.615,11274,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,,0,0.231,2121,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|missing_field|missing_field|missing_field|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:self_check,,0,0.538,6211,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check,
AGI-063,11,1,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.477,2952,1,0.727,3597,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check,,0,0.545,2657,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,,0,0.091,2130,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|missing_field|missing_field|missing_field|agi_validation_failed:expected_asset_received|missing_field|agi_validation_failed:self_check,,0,0.545,3423,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,
AGI-064,11,1,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.523,4948,1,0.727,9289,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check,,0,0.455,5449,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:venue_allocation_usd.Curve_BTC|agi_validation_failed:venue_allocation_usd.OTC_Circle|agi_validation_failed:self_check,,0,0.273,3149,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|agi_validation_failed:venue_allocation_usd.OTC_Circle|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,,0,0.636,1904,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_asset_received|agi_validation_failed:self_check,
AGI-065,11,1,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.500,4326,1,0.727,8277,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check,,0,0.636,3009,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_asset_received|agi_validation_failed:self_check,,0,0.364,3479,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Uniswap_Arbitrum|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,,0,0.273,2537,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Binance|agi_validation_failed:venue_allocation_usd.Uniswap_Arbitrum|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check,
AGI-066,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.194,3597,0,0.222,3386,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:hedge_notional_usd.ARB|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,,0,0.222,1895,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:hedge_notional_usd.ARB|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,,0,0.333,4102,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:hedge_notional_usd.ARB|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,,0,0.000,5003,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:hedge_notional_usd.TIA|agi_validation_failed:hedge_notional_usd.NEAR|agi_validation_failed:hedge_notional_usd.ARB|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,
AGI-067,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.417,5194,0,0.444,4335,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,,0,0.444,3688,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,,0,0.444,5185,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,,0,0.333,7568,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,
AGI-068,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.389,5454,0,0.444,8785,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,,0,0.333,2329,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,,0,0.444,3546,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,,0,0.333,7157,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,
AGI-069,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.333,7272,0,0.333,3717,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,,0,0.333,11841,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,,0,0.333,5928,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,,0,0.333,7601,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:crisis_beta_reduction_pct|agi_validation_failed:worst_case_residual_pnl_usd|agi_validation_failed:self_check,
AGI-070,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.182,3340,0,0.182,3166,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_3pool|agi_validation_failed:exit_allocation_units.OTC_Tether|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,,0,0.091,2505,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_3pool|agi_validation_failed:exit_allocation_units.OTC_Tether|agi_validation_failed:exit_allocation_units.Aave_repay|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,,0,0.273,5002,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.Curve_3pool|agi_validation_failed:exit_allocation_units.OTC_Tether|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:self_check,,0,0.182,2687,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_3pool|agi_validation_failed:exit_allocation_units.OTC_Tether|agi_validation_failed:exit_allocation_units.Aave_repay|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:self_check,
AGI-071,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.295,2584,0,0.273,3225,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.Binance_convert|agi_validation_failed:exit_allocation_units.Curve_stables|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,,0,0.273,2043,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.Binance_convert|agi_validation_failed:exit_allocation_units.Curve_stables|agi_validation_failed:exit_allocation_units.Aave_loop_close|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,,0,0.364,3400,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.Curve_stables|agi_validation_failed:exit_allocation_units.DEX_BSC|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:self_check,,0,0.273,1666,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.Binance_convert|agi_validation_failed:exit_allocation_units.Curve_stables|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,
AGI-072,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,3356,0,0.182,2905,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.Ethena_redeem|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_USDe|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,,0,0.273,4027,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_USDe|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,,0,0.273,3909,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_USDe|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,,0,0.273,2581,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_USDe|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,
AGI-073,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.227,6231,0,0.182,9628,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_convert|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,,0,0.182,2356,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_convert|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,,0,0.273,10366,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.OTC_issuer|missing_field|missing_field|missing_field|agi_validation_failed:fast_cash_usd|agi_validation_failed:self_check,,0,0.273,2574,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_convert|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,
AGI-074,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.313,3158,0,0.250,3063,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_arrival_usd|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,,0,0.417,2102,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_arrival_usd|agi_validation_failed:expected_cost_usd|agi_validation_failed:self_check,,0,0.333,4335,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Hop|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,,0,0.250,3133,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Circle_CCTP|agi_validation_failed:route_allocation_usd.Across|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:self_check,
