id,problem_rubric_hash,full_review_hash,answer_key_verdict,tier_tagged,tier_observed,tier_variance,notes
SB-L9-056,7c17b916102cd23f0c854f19a7fd70ab10d86145f8ea724882572bac4eddc6db,69614e59a721b59c524c689688d714e97854ad1cb522242d2af3032700d0dc2a,PARTIAL,L9,L9,0,underivable_required_labels:rejected_routes[]
SB-L9-057,0ed6b24c8cbb2067d7fdad4435722ca139dd5293d479c7764e1f053c3eac1c38,026aeee811d498fa4975fee29cec965aa24ddcd2d2e66f5da738eff992ba9b36,PARTIAL,L9,L9,0,exact_duplicate_prompt_x2; underivable_required_labels:rejected_routes[]
SB-L9-058,4606e1f7d5fe04eb2e212526cd835c2028e78527fccd8364be3a4743f13d1a93,9d8b8e5078f8817f720e52fd8959e131a13a5c13c598689df206d1ac60e29db8,PARTIAL,L9,L9,0,underivable_required_labels:decision|chosen_strategy|rejected_routes[]
SB-L9-059,62b8cf28080de92bd5769bf84b45d2e1960cb639d92b65218834688bd4c37f2d,2f3dcf4785e9b4d66824f516a15e4ad16ac34044a8b40280539015d8f58398a7,PARTIAL,L9,L9,0,underivable_required_labels:decision|rejected_routes[]
SB-L9-060,0bc6a5818e7380d2f4c35a9991fc3062213f0eee2b15602b9abb07c53ded3fdb,f5b15d87be234b145f0de79cdd6676bf5caa9ac94965f7b0cd1097c07bfcc12f,PARTIAL,L9,L9,0,exact_duplicate_prompt_x2; underivable_required_labels:decision
SB-L9-061,918661b7aad91aa3ae5c40e0e64a18c1c100d09fa0130542f55a02adbbcc4233,4dca553f4dbd995b08cbd38864e663a29d823a50549e6158a317c9212c441649,PARTIAL,L9,L9,0,underivable_required_labels:rejected_routes[]
SB-L9-062,85537ed38cb3455bd887d239410c5dd0db2656821d4c681fe61e22bf8b05d102,3070efbc6b251b6f6c9c54fa46e78a5c253f0e039947d21b5e70962257ab014f,PARTIAL,L9,L9,0,underivable_required_labels:rejected_routes[]|self_check[]
SB-L9-063,f79e791e0e95073206c12d85690c6e30e0cbb758ac743860ca3da5f929c4ecc8,2a5bbc231c2ec6ed08e237f4c8a4e677423989c1757c60efc0a390bf0fb15454,PARTIAL,L9,L9,0,underivable_required_labels:decision
SB-L9-064,3d59bfbdec1161e320afcb0d09bb07bf8fb30ed80ef26172cabdbfff06d3bd5e,6160e94c4ec859abf5737838f499fc566f1e02048e71df6a358681a91493f6c8,PARTIAL,L9,L9,0,underivable_required_labels:decision
SB-L9-065,15a950a4116b1746249293b69395ad9744ceeb6fddddce20029250e69f75e313,a409653569807ab93c2cc3d88aab8f1fcbec2bd828c307aa24661566d01d9781,PARTIAL,L9,L9,0,underivable_required_labels:rejected_routes[]
SB-L9-066,e59648ad46cfb442005b44915255351a3354ebb96b5c99a7a35c0803678dab93,76cf9356f5013e412bc768b519cea9d59a969f9b6b5719c85b2c31f1abaab118,PARTIAL,L9,L9,0,underivable_required_labels:rejected_routes[]
SB-L9-067,4db0d1822192b6765fe06e514a061515c371bb6420a622e390ee847e4ccf0a36,f80ee22eff208a65982f76c4509ebdd64359f3d4c078fdf89c3683897c338d37,PARTIAL,L9,L9,0,underivable_required_labels:decision|chosen_strategy|rejected_routes[]
SB-L9-068,0e661cee887599747029cdb6b12c5dec52c1f7db0dfa8be3d828ce356b1f2bb5,2a54ca378455fb6f66e1c762655c097cfeced11792ad897e94f1168cd7f2746f,PARTIAL,L9,L9,0,underivable_required_labels:decision|rejected_routes[]
SB-L9-069,03be6429ea97f1718a1536e4f32054d2e82f8123852512442129ed183fb39744,b029c9fb4d0cf2e3763fd9a8ae3a36fe51cb4a36220d726619b44654c3f7d940,PARTIAL,L9,L9,0,exact_duplicate_prompt_x2; underivable_required_labels:decision
SB-L9-070,09027f5d1e46e374dc92b0b8d9bb1cb3b227a16fe6d157aa690112d278f39704,39457098d00d8e4a01f4f67cbea13c811e16140c8383decc61e96a0b5b3772b6,PARTIAL,L9,L9,0,underivable_required_labels:rejected_routes[]
SB-L9-071,148744c611b9fe587a782ab0cfb644fd5e9a926e5bf9bcd081385e1f8878ddfa,4e0ece2f75f76b9409730e75f9239acd1a59d99c87ac81c821a9d3b69bb2bd07,PARTIAL,L9,L9,0,underivable_required_labels:rejected_routes[]|self_check[]
SB-L9-072,3bbebdf00c2ab5b41112f8c7d2203523c9fea67f7c40dd04ecceeba27ce1fc83,c17c34372f19d24eb897511e247440ccf80639f17fe758e6f89d5b29a99e0508,PARTIAL,L9,L9,0,underivable_required_labels:decision
SB-L9-073,3585285be72fcfc6db0755d26c8dacd4cf293c8320364148d0e53af8e1a337f2,ecd79c5c1e4930fa804b37c16126598cadec1cfc6c9d8b93341eae752727bdce,PARTIAL,L9,L9,0,underivable_required_labels:decision
SB-L9-074,47d740c2c3d6c3c035ec43810b65d5fb6fdf3058540af0d2c2e54000156dc4ab,347d3ab1f04e578d41c88c5aefc1eafdb35fbfb57487b7ac114460577db39719,PARTIAL,L9,L9,0,underivable_required_labels:rejected_routes[]
SB-L9-075,9cc63e7b0af9e0d3b269c15cbf3e1a28b72efddb5acfe988e6e0fd9d1579867d,cee29eebb26add3d9c771e6d029b52d30af413a7121ad8fd829a036580b11ac2,PARTIAL,L9,L9,0,exact_duplicate_prompt_x3; underivable_required_labels:rejected_routes[]
SB-L9-076,9da8c630fcf94af74131ac440df9a0e7674a34d83afcae1d65f60714a2e99669,b70ad86f85fd3d4bbc4dbb8d21aa340301e050d63dab60d561c3d4cd643c0cfc,PARTIAL,L9,L9,0,underivable_required_labels:decision|chosen_strategy|rejected_routes[]
SB-L9-077,186cee5adcf69cee9480ebb2e8af8306356782368b7e61d2d0be2cc4f24ca275,6f8dd72b9e3cb238b4c6212d20324eb78cc743b8f0ee7f81ae167a34ce4e92a8,PARTIAL,L9,L9,0,underivable_required_labels:decision|rejected_routes[]
SB-L9-078,950342c62c3b7f36ce82a5ca6c4cb64123a67c488dbe0c795e004e9face89ef1,0f7e20921ffd2687da8f0a7d065f0fc1f0f03659c6e057f6dd5a218744dc5153,PARTIAL,L9,L9,0,exact_duplicate_prompt_x2; underivable_required_labels:decision
SB-L9-079,e8c97e2a43eb764eb5e46dd96a6ebcb4d23b1361632f66b59d07dd8645017ef9,e3a7bf4061fe5cecf9b5f055d68220ab7b1d7635e6f38778fa310e708b1d3714,PARTIAL,L9,L9,0,underivable_required_labels:rejected_routes[]
SB-L9-080,3c5cd7a85ebd52cc22e5871606b2fc12af338c1bfe53931675534d9419273c23,585bdffbd1dc3214d8aec28f67d4e3367ff7ed86380ebe2784278772541518c0,PARTIAL,L9,L9,0,underivable_required_labels:self_check[]
SB-L9-081,0be72c10186be3d30ee872f8ea66088b4862778f23a93150e7dbbbf16715645b,4fa9e49548e4df6bacf6f940a5c4e8338f34b9e91f86abbcfaa0f51303fcb497,PARTIAL,L9,L9,0,underivable_required_labels:decision
SB-L10-008,f62385d1c36647682481c68d3f9763323279424859bdbdaf1a6c7ea06a6e0f40,38fd7e28f7e434cdec0e725913a275979435a39ce4ff8743c7f40fc43959e5f1,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-009,e1365cd5f84b312c9fd050a93e5fc5d9cc6f5c152310b883c44709c5e017e259,a0f6dd8fcdcd27172e01a5b1e7ffbc7a53f9bf5eaffe70871fcd1c3cf533a2a5,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-010,16c540b9294cfe7d542bc394200e4edc8f91f7af964bf4fcb5a9924d391b79e7,19c5f68efb62ca7ddf9b49c7a2c0dbf1a8e410f7f166d92a5da2e31d49ff7e28,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-011,570296236bff2eb93d955a226a9c9314bfec83b4d83ee328d0b0d6aa79161c23,01ddf6d185449dc45544678cafc4d97ae94174945088b614e6c985eea8a33bce,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-012,4e9149445bd0bb763fce11b1907729cf84b0fdac4866a079cb42a6b63906ed62,e8bfda2e9b2d63736d34d20b8833e7fbcf0b7ab3ebb2efc7a9b59e64ddcd3d53,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-013,e40e1fb65fc8b14c7bc41782b3e1cb6aa30800316e0d717759b4f434ae276e4f,b111f5f5e5ed7ff97aa4529ec5e20952db99cc4cc2a620889320f92e7d8c361c,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-014,9fbe792bdef9943b06c29f6cbd644cb827000d462efda3a954e6b354058dde3d,305a01bf1a85605b582a19dc2fba13d9866159b31e1793467a9ff7068b150e4e,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-015,aee175b2e980a51274c36a3121a20af060e28479e12a578446fa04559a7b49c4,05efd0d47f426c6f0ab124abaacb492dae0d66d3994c75a2480a2b9453d93294,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-016,8dd23827370a2c715719d236dd994b26a84d846ef307c7311ad8ef73ce90b0f4,0c7f577948caad79790b94d38c3783d2e8f5bdc33bb976e2f44c9789d86ac60f,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-017,22b8fe015ad3dc93c43a3a5c1153e7410d28ebd92ec3e8b41479b6fe8f0346c1,d6d93ee32e7046bab2bb4287ccf822997a5909d35de80cc446743e60b6616033,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-018,3dff61cbe6e7e012d3025eb80a1cc3c7e41ec20d56715483b1eec7843f4543ad,2b793759dda046b0ffeee9ff30222b7d6b30551d532b459d2e83319edd5c07f1,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-019,941449fe93881b3144b36afaf4ba0f9d2706f61818b7864e36c73299214a4a3a,023f20e5072eb09222cd74fe56a245d88b9949aa5e3c7247d6dd82829072fb2a,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-020,2f13e4114856ef9c63ae3f72a503fb532e5de58217f9e6ca2ee4efd5da3120a4,edacc77658682edcae0855d78b3d4d4926c64660561b47b0329a56fbc7482ea0,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-021,9fa10628d9f0dd4b1eb3691261cd3f119f11d948b7c1069dc6f5dbd95ca427a2,6fa4611f617867a083e57bb780a03ee6723f5633b1cdfb5899268efeb42e5a9e,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-022,fcbd3c27d0695fb6cefb8ada70fdefbc4e4b367cf19e462eb8f7e276921181c8,c4b18d70d51b9685463c7070942a0d3340b5bb09ecd40e3a13a3ecb770577556,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-023,07f33f9b597754be1d38badb9c9aec0a62d4eb2f4581da48e6d09765b65f140b,f709149d2c108e6e3f3644466d8e9c627ca89c6104cb9caf47564339827bfe31,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-024,a853fb6e7c41aa6e815251b009ce7dc3ea0e29ccb2a88396699e7df3080614b9,424a30c114e92f53529e630dd7a925deb2b142c202754c028f7d3ae406b7cd47,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-025,6d14ac211365e8b8ab14e7f04a6eece1344e6daf6e85adc36c53288688e5f05e,cd836973a5c43f3b9e4bbf7d770d3673fc0267fe2889795efc830ed016e375b7,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-026,3c2dcaaae578d4518a93e0e11c9ab4c3d747fd004218ef583e20b2f885193298,ea03fbfc4aad1db2b15781c098f5f4f496da47502e98c09804b35c7f5598c21f,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-027,6e728fba395503d5ad6b4273b888e576f875c4bf81209b79815345616ea3688b,4f00a5e0a529cabcd5c477a6caeb474885e6ac1f49f793eef880b5447e8969db,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-028,a83a62660b8b46b39fe9fd978d825896a870adc7d6850c61a56521ce07da4d5b,6492791d0a1b83d0b221a45b8c61b63c6f75e5653d29581162f8d63417d87d9b,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-029,3381f672824577d02e774716885186919972840b9b808892754647cd9ef0e1a9,49000da6293343f2450541cb33b9f53c186a5af782931b06f036686e3e40c745,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-030,780865b17faaf0dfa8d2e79bb5cc440b43e0070be6a8ba613424c7b242cec77b,29e9c5368f254461bfed0dabfc2859d83182ff03052b511b0b88ce8fec72c64d,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-031,7f7c55dc2d236d77ff6835eff162cf28500d5d93c3e06a67741d31c944e8efbf,ed258c3fd12c4cee081805cdb89752e1d2f76b06b82ede4e9e892d29c924478d,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-032,7ca4fc7b8a4e6866dbbec22b2dc1503818f77153e954c4b62d819e5fd3867fa8,8edd39ce1e6806de0c4039cf2923f1ff2600aa0fb7d3a572ad4ada038fce6b00,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-033,f55428d48993d413198f133edc94022d4ba485a4e7fc89dfa9f369fade2b9949,bc5bc3f5161694d7ec90966c6fc21402586fe1a6a0b778316a1449137e9a464b,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-034,e1c2724d3f71a28d0bef9a5f96f5fb578478ec34107d5e9c51122aa2c2db1e24,8d62599cd2cccbc9fd8790096761c5f5c6afcd26cfdd010b91e9cc6283731e34,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-035,27f1a2415ea4164b0f8ce3580d97feaea001db9ee8bb0027354b645a2841cb82,84450d7e4c813512fc651f033a3bf0a0e4a2b2612839bb005a9c8175ce086f74,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-036,2f7ead65d3787e81424ee1b20d64176e0fc3e2be4bc2b7b381c75e3775e066f1,0ba683bdf147950da051c3ad89b5c2997b3f6cb6ca38ff9ca56978a392167f69,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-037,755ead629e534809b8f3e2702a1e4c3e35f92aef4ca2ea72cc52988b74cc9a89,0b7890c8f6a1e36426124e17f9b26441db0b8f3ab0a7760dbb4d6fa02a6a606f,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-038,a52d1f3e500452a7b6c653aea28b4aa02f7d1dfda705f8c4fe09c0f3a3636649,8a66f24a4c4069a6114e64928c9aecc28450787dd0317d287d4eace75e265b67,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-039,0c15af13eb83d244140c565fa90757b92ab16be604c3a7473c327a5665559e3a,222861d143d3d660d997651d3adeafe39c3763795b59e01b677a005f91e93964,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-040,e766b46dc79dd215cb4440926bce3bb06628a0688cace7b9434ee61380ac0f32,2dd5631b0840db4c78b09630066439c3b53cb6202de292a3e80f7b8902e351d7,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-041,61cbb88d15fbf06b6ae920486e53857ae660966b1cf990c9e433179ecd2558fd,a4f375885c2bc61c4455603a0391bf1c753462e39f2240cd2d0212761a548a77,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-042,179307675d7209559372f3b5a044fcec45c8ba8e92c7590e3972807991295aac,fbdc2c3913d906a545e1f936b5a6680578529c4a3c0ac179e28c3c504be1b453,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-043,40a4bfc4d43c1c150376df0cfdb798a4dfff5f9d9809e3b193dff5c72ed5c5d6,d6d9995a709160d1e6ee8777e10aa8eae436a06d8177f726d9499dbd11b27126,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-044,1b42cee564a7b61b0adddf804dd2a94bca406b5dec721e6008748fb480076cae,c8a3e87d882367e627e222d7ced6ee222371b026669efd5229a217f6b9d2962d,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-045,4f23813aa0c7550c96758f2e0928ad8057f41ef994b8f7c2725379d41df9059e,420ed9b0cd90b28e2fc53d1644e7d9eadbd83e3c646c5bc0f6d14712f54e1d22,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-046,f329fd4e1a74faac1cd5012f3f31a0e675ed5476ab3e0f1025acfe09d53b17d1,9e2d2c2a8c405ad937d1632068442a6b8263857d19ffecf27ba0d6b28829daa6,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-047,3d5bc3eaf4e631c8a153da116249a55d003abbdc7ed8ffcce3a796e62c7aa777,69a659153b8580084672c8e3a947905dab9ab8ca7915ac7e6f5a316b355a0eb4,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-048,c5e564fdddb316224d16dcdca7854fcc92d4b9893630c7aae9d842d3a0ab19b8,acd3761826a96615575af1c469fe89cda5043ea6787d5ecf21e59249a38d038b,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-049,996d2e6788bcdc5232e022749289a7a1073ccb8718504a3dd5606b6806c54f64,989fd1130a9c3f60498edb2535bde45f1d737efcb9f007d011f49ba4531c9a9b,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-050,1688b4d23661ee5617cfd260dd0ea45f682d3bb91a135a2ccb0126fe900fa5c6,6bef5bfaec38b7c3c1d3664c9d16f2decb4ace3d85e0f05029353e7906214de0,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-051,66b267803847638b27a479ef90a271cd6f33cfa9a3748cf719510b4a1b334c2e,b82061f5872a060b4c0d2c4fedfcaa86abd6ac7167b125af2ca0188ecbce8157,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-052,66bf5977048e677bf48c16276374b7f8b28dc3226438e08e7208dcee11a7be43,e621f81621d0e502f8f8e29907b6282faf8d9b73a7a815d059c51d2981933744,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-053,c7f1b585d3b54a7f17588027063c05f195269e28d9a084bb18b20f7a49540595,a64a20a012c26ed33f995e7c5a2f689614849cb10ee7ab172eddadb11a061547,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-054,00faaf60d1f353e7e88a676fb20a6767639df3b020262cd7fe6f4372ce1fc52b,6f92eeda11b429cb7def3c9e6a8cc34fc7415b2685f4db945b9b436dd89a5e9a,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-055,881d70bb00da0dd07f91aeea778263e6628fdc5541f968c29dd87f4db48fc464,6866e9717fce4ecba79d6648839d0a2f6885c9732339b281e089497448d5c412,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-056,925b0f9c08bb54b147e15205f198684abd78c8ca5ba376b524c7f078f753381e,fb6805e68111744946332c8fdbc25c9ec7e3196a9791c06bb436706675894f79,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-057,1c1ebb75d0ea146334e811eedd2d5f6749524ba3f781cddbd8764365ddfd06cf,7641d469912e36323ba02b0f37400d5cc7dfab212d7d7bf7552f307caae8e7b8,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-058,d1f005aaf430d519593375bc42d7ff78f0131fd1095707b2a88991d30d039b91,c42ca8e0d886a057d58b9ad89f18d84c0098b4f6a11a8fcde37c634d25a207e5,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-059,5bcbb846fa0a59278ed64c22c914bbd110fe1712ae42ada57ce85a5ef5ab6558,7e788e99894e0c611d524b208f54a02788f060e36938fc2702212ebc99f4145e,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-060,de768021204e2adb60e0c67be7361aec62be54b3756f4dc6ea22edcaa75e1a28,456076c7b6eab3ba39e90a4f489ba78674dc1ae40a62c63a9213f5ffd8ede357,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-061,142a8ee95f7721fa1792ff79fe9a6d568ce389f3edb41cb30e45645d4879f6d0,2e82e3103435dcda7d02e49bc07c036725054ae361f5a17c4a7c1e1119b6592c,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-062,08d7ad7b29a565aa5fb2968359f3fec47ee4f2e1749fdc6aa85c15d9f870b94f,a613d05eddf1a1fb4c38314de7273b7790722c54c11c26d14373d16045489a0b,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-063,58a4c587fb47345fb16c29016116158e148c85a86b38db7996f3631a64fe6df3,bd0ed06c074c88cfb7c713305e40b3815d5dcbf2595a7ff4cca1012aff9f0504,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-064,d3b80ec5467404c5d9a8b903e5a800380368103328e27ca40c2c7905b730ca34,d50646e51bbbd279515bad4aa3d908a520b9251f2d1295a2a0d263b118686b0f,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-065,4f41ecbec0aebc523d95d57fa68e34c0d5c9e666f246162c843df5ade363d233,37fb2775acd3bdf775763594446efcf735bc89e9e4c6df356076123e395b7b98,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-066,46669edbaf3af6f2b1c10c61d8ba7bf6a4d9911b6a3c0d36fe39c2e76d9a1b99,2b6e8659745ac2ab50760c5d111e13a25f4bb9f9cbfd446570d31e2a3b0c9b50,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-067,5fadbde4d76c6adacaa325b56bef6eae778d3b64822d55090675fd0893e2e848,cdd25e7b83dfb1974d74550df75be82bfcd4206ad5078c204c2c0a3b71ab6fd2,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-068,8beab0bf586df9f59592eb94c25fbb348b51cf6a34d0b6d4720bfe8d7821563e,904bcd91a90ecbb2ca81699f8f03392662b9d600e86b9a6907ebbb447f13c5a1,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-L10-069,b07e1329156f31d3959d582f5f9ea0ffa65f0dc7568f882b862e4d17c3a487a0,c5ff0f21f3b7aa027477aa31236d7af00ec42dfb0b544078c01fed285414bfb0,PARTIAL,L10,L8,2,tier_overstated:tagged_L10_observed_L8
SB-AGI-009,d72088adfa0a7ed1855cf41835220f36371f532fa285cad623270b1604c806d6,2030e6d256e6194b49c3db7a9807c623f66396d1e2a8fd31213197a822bda8d3,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-010,c896e225b71acccec99b1685c7be7a8bf56527339fdef134cc253d8df741f08a,0f1ff75fb116d75f9371ce9f9c5d8a4957a8fa507460afa8ac342c8ad5b928f8,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-011,1813a7d10157dc51521dce6def4f6bd7ff624d70b457cbeb315d16b1bd4091c9,379822f8fcbaef1788ec0627e8977c57ee80b392a91f9ddd3b50693a7b16959b,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-012,ef8bda83ff0e7ffa2bcc891f37da56daab00d4dbb3289bc9ca6914b9eb6e5c90,3ceb9ba633e01cf0d77bb3d3d9694207f5c33a8579d98b6aa8bd35c197b538b8,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-013,55846b1e236a911943258edab1718f516536ca96dab862ee7e1447bc5818cbce,99fd7894860310e1b26b567cac047f240360ca6aedd6a6ee5b2d0a6687e6720c,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-014,126224d1320fc54233b6a031392b9c85b9d37898c4a821d20c6aa608ef106dc0,caf2d8444b49a1966b480f03427e86b0739304a8f752588008f8c8529aac618f,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-015,d777cce70f3fd1e684b8445f4243726192a2a3878e2e6a888b2eafd6917b9887,f44221055941ca27919215861b3f11600e26e5f04b8e89c5f16b15541b8401f8,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-016,c512eb9202a9a9a61b18c6624175889f0fabc453a82b4a34542457f94fea5207,cf464f0bfe9740e4d10853816c4fa10511fde1c5cf7c67850fb0577b737e1328,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-017,339f19bf3ce56b51eaec785873a34da0e45b4895361293921eb00d15f9c3220c,9306f8e005f7b525c22eaa9d34fdeebd999970481101f60561736f4b865ba806,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-018,28cf96426daec9663d105dff989ad65f85eb982478e3f547ce5231e6e6102b56,e2710173dc05333757a98b5c5ff1e3f02e3219252b7f32a0efb7b7c94fa66fe3,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-019,db5a93efcaaab72ba607875b08bd0f391a9b3572a42a5179967f465f0c8bec6c,60332d46b118d53b0c57e8a316ec8cd598a4a413c5ed7b962a1a527cf2030c13,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-020,8e01250dd469f42630bc73a3fce7b7a1abd34f0d1ab8439c200ca8d8e9cb8f2f,ddd0de4b4791d252ebdfe7cd98b071c7ff66ad121232f63ea9a525768b08ed31,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-021,71e4219508097c30b28cf07fa33510535596fe02e7a9e459e09e9f2c3803575c,7dbe1ea6f798ce122cecf892f9589582c10443fb0295c7d1400fa3289a0e87d5,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-022,bf0f4878c244219df21500a5b8318baccb8ff5afe81d9734870ba7102b1b5ce2,36f194998089b3e0a09079516079840541daa79a755bdefa0da81969f50f9b32,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-023,c98f87501c76285c20cfb856c7e532e23e186237981e1955f3b49768e73823c6,e05d76e3b4bfb712ed2e50222c530616b5691a657e2bf923db7b9e9d23905290,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
SB-AGI-024,edb7a69f2ea93751da04f5f45e4413469f95c4edb78b63006958229956d7d6b1,b0d1ddb53048a95f81d945a1b667ef55afe3c3111b498f384826182adc181bbd,PARTIAL,AGI,L8,3,underivable_required_labels:decision|chosen_strategy|self_check[]; tier_overstated:tagged_AGI_observed_L8
