ID,tier_tagged,tier_observed,tier_variance,answer_key_verdict,primary_domain,capability_tag,scenario_family,feasibility_trap,notes
SB-L4-001,L4,L4,0,VERIFIED,Shorting / borrow / margin / locates,judgment_risk_augmentation,borrow_cost_calendar,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-035,L10,L10,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,commodity_roll_basis_hedge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-036,L10,L10,0,VERIFIED,Portfolio risk / rebalancing,judgment_risk_augmentation,risk_budget_rebalance,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-037,L10,L10,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,short_locate_failure,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-038,L10,L10,0,VERIFIED,Execution / liquidity / microstructure,execution_action_quality,invalid_route_session_trap,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-039,L10,L10,0,VERIFIED,Feasibility / rejection / no-trade traps,judgment_risk_augmentation,unsupported_product_permission,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-040,L10,L10,0,VERIFIED,Spot FX / CFDs / multi-currency,execution_action_quality,forward_vs_spot_payment,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-041,L10,L10,0,VERIFIED,Corporate actions / settlement / calendar / jurisdiction,execution_action_quality,ex_dividend_adjustment,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-042,L10,L10,0,VERIFIED,Spot equities / ETFs,judgment_risk_augmentation,etf_sector_rebalance_t_plus_one,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-043,L10,L10,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-044,L10,L10,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-045,L10,L10,0,VERIFIED,Portfolio risk / rebalancing,judgment_risk_augmentation,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-046,L10,L10,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-047,L10,L10,0,VERIFIED,Execution / liquidity / microstructure,execution_action_quality,auction_session_constraint,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-048,L10,L10,0,VERIFIED,Feasibility / rejection / no-trade traps,judgment_risk_augmentation,session_permission_rejection,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-049,L10,L10,0,VERIFIED,Spot FX / CFDs / multi-currency,execution_action_quality,fx_settlement_mismatch,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-050,L10,L10,0,VERIFIED,Corporate actions / settlement / calendar / jurisdiction,execution_action_quality,t_plus_one_settlement_sequence,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-051,L10,L10,0,VERIFIED,Spot equities / ETFs,judgment_risk_augmentation,opening_auction_limit,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-052,L10,L10,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,exercise_assignment_roll_decision,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-053,L10,L10,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,futures_beta_hedge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-054,L10,L10,0,VERIFIED,Portfolio risk / rebalancing,judgment_risk_augmentation,multi_asset_drawdown_hedge,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-055,L10,L10,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,hard_to_borrow_margin_recall,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-056,L10,L10,0,VERIFIED,Execution / liquidity / microstructure,execution_action_quality,twap_slippage_limit,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-057,L10,L10,0,VERIFIED,Feasibility / rejection / no-trade traps,judgment_risk_augmentation,no_trade_invalid_route,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-058,L10,L10,0,VERIFIED,Spot FX / CFDs / multi-currency,execution_action_quality,cfd_margin_regional_constraint,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-059,L10,L10,0,VERIFIED,Corporate actions / settlement / calendar / jurisdiction,execution_action_quality,corporate_action_adjustment,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-060,L10,L10,0,VERIFIED,Spot equities / ETFs,judgment_risk_augmentation,market_on_close_rebalance,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-061,L10,L10,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,covered_call_assignment,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-062,L10,L10,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,futures_roll_calendar,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-063,L10,L10,0,VERIFIED,Portfolio risk / rebalancing,judgment_risk_augmentation,cross_asset_var_liquidity_triage,false,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-064,L10,L10,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,locate_recall_options_substitution,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-065,L10,L10,0,VERIFIED,Execution / liquidity / microstructure,execution_action_quality,order_book_liquidity_limit,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-066,L10,L10,0,VERIFIED,Feasibility / rejection / no-trade traps,judgment_risk_augmentation,borrow_recall_margin_hedge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-067,L10,L10,0,VERIFIED,Spot FX / CFDs / multi-currency,execution_action_quality,multi_currency_cash_buffer,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-068,L10,L10,0,VERIFIED,Corporate actions / settlement / calendar / jurisdiction,execution_action_quality,regional_market_holiday,true,canonical local grade pass; metadata complete; packet assumptions present
SB-L10-069,L10,L10,0,VERIFIED,Spot equities / ETFs,judgment_risk_augmentation,equity_order_ticket,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-009,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,put_spread_downside_floor,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-010,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-011,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,judgment_risk_augmentation,exercise_assignment_roll_decision,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-012,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,covered_call_assignment,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-013,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,put_spread_downside_floor,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-014,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,judgment_risk_augmentation,commodity_roll_basis_hedge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-015,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,exercise_assignment_roll_decision,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-016,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,futures_beta_hedge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-017,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,judgment_risk_augmentation,put_spread_downside_floor,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-018,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,commodity_roll_basis_hedge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-019,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,risk_budget_rebalance,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-020,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,judgment_risk_augmentation,covered_call_assignment,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-021,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,futures_roll_calendar,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-022,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,cross_asset_var_liquidity_triage,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-023,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,judgment_risk_augmentation,exercise_assignment_roll_decision,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-024,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,futures_beta_hedge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-025,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,multi_asset_drawdown_hedge,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-026,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,judgment_risk_augmentation,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-027,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-028,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-029,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,judgment_risk_augmentation,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-030,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-031,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-032,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,judgment_risk_augmentation,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-033,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-034,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-035,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,judgment_risk_augmentation,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-036,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-037,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-038,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,judgment_risk_augmentation,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-039,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-040,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-041,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,judgment_risk_augmentation,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-042,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-043,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-044,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,judgment_risk_augmentation,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-045,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-046,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-047,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,judgment_risk_augmentation,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-048,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-049,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-050,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,judgment_risk_augmentation,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-051,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-052,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-053,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,judgment_risk_augmentation,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-054,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-055,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-056,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,judgment_risk_augmentation,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-057,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-058,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-059,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,judgment_risk_augmentation,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-060,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-061,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-062,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,judgment_risk_augmentation,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-063,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-064,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-065,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,judgment_risk_augmentation,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-066,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-067,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-068,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,judgment_risk_augmentation,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-069,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-070,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-071,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,judgment_risk_augmentation,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-072,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-073,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-074,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,judgment_risk_augmentation,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-075,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-076,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-077,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,judgment_risk_augmentation,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-078,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-079,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-080,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,judgment_risk_augmentation,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-081,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-082,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-083,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,judgment_risk_augmentation,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-084,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-085,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-086,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,judgment_risk_augmentation,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-087,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-088,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-089,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,judgment_risk_augmentation,borrow_cost_vs_trade_edge,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-090,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,early_assignment_dividend_risk,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-091,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,span_margin_calendar_spread,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-092,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,judgment_risk_augmentation,beta_dollar_rebalance,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-093,AGI,AGI,0,VERIFIED,Execution / liquidity / microstructure,execution_action_quality,invalid_route_session_trap,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-094,AGI,AGI,0,VERIFIED,Feasibility / rejection / no-trade traps,execution_action_quality,unsupported_product_permission,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-095,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,judgment_risk_augmentation,locate_recall_options_substitution,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-096,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,execution_action_quality,covered_call_assignment,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-097,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,futures_roll_calendar,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-098,AGI,AGI,0,VERIFIED,Spot FX / CFDs / multi-currency,judgment_risk_augmentation,multi_currency_cash_buffer,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-099,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,execution_action_quality,risk_budget_rebalance,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-100,AGI,AGI,0,VERIFIED,Execution / liquidity / microstructure,execution_action_quality,order_book_liquidity_limit,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-101,AGI,AGI,0,VERIFIED,Corporate actions / settlement / calendar / jurisdiction,judgment_risk_augmentation,t_plus_one_settlement_sequence,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-102,AGI,AGI,0,VERIFIED,Feasibility / rejection / no-trade traps,execution_action_quality,unsupported_product_permission,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-103,AGI,AGI,0,VERIFIED,Shorting / borrow / margin / locates,execution_action_quality,locate_recall_options_substitution,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-104,AGI,AGI,0,VERIFIED,Listed options strategy / Greeks,judgment_risk_augmentation,covered_call_assignment,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-105,AGI,AGI,0,VERIFIED,Futures / commodities / spreads / rolls,execution_action_quality,futures_roll_calendar,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-106,AGI,AGI,0,VERIFIED,Spot FX / CFDs / multi-currency,execution_action_quality,multi_currency_cash_buffer,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-107,AGI,AGI,0,VERIFIED,Portfolio risk / rebalancing,judgment_risk_augmentation,risk_budget_rebalance,false,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-108,AGI,AGI,0,VERIFIED,Execution / liquidity / microstructure,execution_action_quality,order_book_liquidity_limit,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-109,AGI,AGI,0,VERIFIED,Corporate actions / settlement / calendar / jurisdiction,execution_action_quality,t_plus_one_settlement_sequence,true,canonical local grade pass; metadata complete; packet assumptions present
SB-AGI-110,AGI,AGI,0,VERIFIED,Feasibility / rejection / no-trade traps,judgment_risk_augmentation,unsupported_product_permission,true,canonical local grade pass; metadata complete; packet assumptions present
