id,tier,base_pass,tuned_pass,base_score,tuned_score,delta,tuned_only,base_only,base_failures,tuned_failures
"AGI-073","AGI","false","false","0.45454545454545453","0.36363636363636365","-0.091","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:fast_cash_usd|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:self_check"
"AGI-074","AGI","false","false","0.25","0.6666666666666666","0.417","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Hop|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_arrival_usd|agi_validation_failed:expected_cost_usd|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|agi_validation_failed:self_check"
"AGI-075","AGI","false","false","0.4166666666666667","0.6666666666666666","0.25","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Synapse|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|agi_validation_failed:self_check"
"AGI-076","AGI","false","false","0.5833333333333334","0.5","-0.083","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_cost_usd|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check"
"AGI-077","AGI","false","false","0.4166666666666667","0.6666666666666666","0.25","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|agi_validation_failed:self_check"
"AGI-078","AGI","false","false","0.5714285714285714","0","-0.571","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check"
"AGI-079","AGI","false","false","0.42857142857142855","0","-0.429","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check"
"AGI-080","AGI","false","false","0.5714285714285714","0.5714285714285714","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check"
"AGI-081","AGI","false","false","0.42857142857142855","0.42857142857142855","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:self_check"
"AGI-082","AGI","true","true","0.75","0.75","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check"
"AGI-083","AGI","false","true","0.5","0.75","0.25","true","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_allocation_usd.Coinbase|agi_validation_failed:expected_asset_received|agi_validation_failed:effective_price|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check"
"AGI-084","AGI","true","true","0.75","0.75","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check"
"AGI-085","AGI","true","true","0.75","0.75","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check"
"AGI-086","AGI","false","false","0.2727272727272727","0.2727272727272727","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.Internalizer|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.Internalizer|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:self_check"
"AGI-087","AGI","false","false","0.2727272727272727","0.2727272727272727","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.RFQ_A|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:self_check"
"AGI-088","AGI","false","false","0.2727272727272727","0.2727272727272727","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.Internalizer|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.Internalizer|agi_validation_failed:venue_fills.Dark_RFQ|agi_validation_failed:venue_fills.CEX_Y|agi_validation_failed:venue_fills.hidden_public|agi_validation_failed:self_check"
"AGI-089","AGI","false","false","0.2857142857142857","0","-0.286","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check","agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|agi_validation_failed:self_check"
"AGI-090","AGI","false","false","0.2857142857142857","0.2857142857142857","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check"
"AGI-091","AGI","false","false","0.2857142857142857","0.2857142857142857","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_margin_drawdown_pct|agi_validation_failed:funding_window_pnl_usd|agi_validation_failed:self_check"
"AGI-092","AGI","false","true","0.6666666666666666","0.7777777777777778","0.111","true","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_90d_profit_usd","agi_validation_failed:intent|agi_validation_failed:chosen_strategy"
"AGI-093","AGI","false","false","0.5555555555555556","0.4444444444444444","-0.111","false","false","agi_validation_failed:intent|missing_field|agi_validation_failed:allocation_usd.Symbiotic_AVS|agi_validation_failed:allocation_usd.Pendle_PT","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd"
"AGI-094","AGI","false","false","0.1","0.2","0.1","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.Maple_USDC|agi_validation_failed:allocation_usd.GMX_GLP|agi_validation_failed:allocation_usd.Ethena_USDe|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:allocation_usd.Aave_USDC|agi_validation_failed:allocation_usd.Ethena_USDe|agi_validation_failed:expected_net_apy_pct|agi_validation_failed:expected_90d_profit_usd|agi_validation_failed:liquidity_48h_usd|agi_validation_failed:self_check"
"AGI-095","AGI","false","false","0.375","0.375","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_loss_usd|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check"
"AGI-096","AGI","false","false","0.375","0.375","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check"
"AGI-097","AGI","false","false","0.5","0.375","-0.125","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:observable_largest_clip_usd|agi_validation_failed:expected_arrival_minutes|agi_validation_failed:self_check"
"AGI-098","AGI","false","false","0","0.3333333333333333","0.333","false","false","agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:price_band|agi_validation_failed:expected_avg_price"
"AGI-099","AGI","false","false","0.18181818181818182","0.09090909090909091","-0.091","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_fills.dark_rfq|agi_validation_failed:venue_fills.venue_m_midpoint|agi_validation_failed:venue_fills.venue_r_randomized_ladder|agi_validation_failed:venue_fills.venue_c_ioc_residual|agi_validation_failed:largest_lit_child_units|agi_validation_failed:classifier_exposure_score|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:execution_sequence|agi_validation_failed:venue_fills.dark_rfq|agi_validation_failed:venue_fills.venue_m_midpoint|agi_validation_failed:venue_fills.venue_r_randomized_ladder|missing_field|agi_validation_failed:largest_lit_child_units|agi_validation_failed:classifier_exposure_score|agi_validation_failed:self_check"
"AGI-100","AGI","false","false","0.5714285714285714","0.5714285714285714","0","false","false","agi_validation_failed:intent|agi_validation_failed:price_band|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:price_band|agi_validation_failed:self_check"
"AGI-101","AGI","false","false","0.25","0.125","-0.125","false","false","agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:vote|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check"
"AGI-102","AGI","false","false","0","0.25","0.25","false","false","agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field","agi_validation_failed:intent|agi_validation_failed:position|agi_validation_failed:chosen_strategy|agi_validation_failed:net_sell_pressure_delta_per_day|agi_validation_failed:expected_12d_price_change_pct|agi_validation_failed:self_check"
"AGI-103","AGI","false","false","0","0","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:proposal_vote|agi_validation_failed:hedge_action|agi_validation_failed:expected_30d_value_usd|agi_validation_failed:supply_shock_pct|agi_validation_failed:lp_depth_after_30d_usd|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:proposal_vote|agi_validation_failed:hedge_action|agi_validation_failed:expected_30d_value_usd|agi_validation_failed:supply_shock_pct|agi_validation_failed:lp_depth_after_30d_usd|agi_validation_failed:self_check"
"AGI-104","AGI","false","false","0.375","0.25","-0.125","false","false","agi_validation_failed:intent|agi_validation_failed:update_ms|agi_validation_failed:expected_1h_pnl_usd|agi_validation_failed:toxic_defense|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:expected_1h_pnl_usd|agi_validation_failed:toxic_defense|agi_validation_failed:self_check"
"AGI-105","AGI","false","false","0","0","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:bid_half_spread_bps|agi_validation_failed:ask_half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:max_quote_size_usd|agi_validation_failed:hedge_rate_usd_per_sec|agi_validation_failed:expected_20m_pnl_usd|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:bid_half_spread_bps|agi_validation_failed:ask_half_spread_bps|agi_validation_failed:update_ms|agi_validation_failed:max_quote_size_usd|agi_validation_failed:hedge_rate_usd_per_sec|agi_validation_failed:expected_20m_pnl_usd|agi_validation_failed:self_check"
"AGI-106","AGI","false","false","0","0.2222222222222222","0.222","false","false","agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:half_spread_bps|agi_validation_failed:quote_size_usd|agi_validation_failed:inventory_stop_usd|agi_validation_failed:expected_hourly_pnl_usd|agi_validation_failed:self_check"
"AGI-107","AGI","false","false","0","0.14285714285714285","0.143","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.SOL_short.notional_usd|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.BTC_put_spread.notional_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check"
"AGI-108","AGI","true","false","0.75","0.25","-0.5","false","true","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:hedge_legs.ETH_short_A.notional_usd|agi_validation_failed:crowding_score|agi_validation_failed:false_break_upside_capture_pct|agi_validation_failed:crisis_var_reduction_usd|agi_validation_failed:expected_vol_reduction_pct|agi_validation_failed:residual_1d_var_usd|agi_validation_failed:self_check"
"AGI-109","AGI","false","false","0","0.5","0.5","false","false","agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:trigger_rule|agi_validation_failed:selected_hedges|agi_validation_failed:self_check"
"AGI-110","AGI","false","false","0.5384615384615384","0.6153846153846154","0.077","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:apr_pct|agi_validation_failed:pnl_30d_usd|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:survives_cascade|agi_validation_failed:self_check"
"AGI-111","AGI","false","false","0.6923076923076923","0.6923076923076923","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:cascade_buffer_pct|agi_validation_failed:self_check"
"AGI-112","AGI","false","false","0","0.3","0.3","false","false","agi_validation_failed:intent|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field|missing_field","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:venue_sequence|agi_validation_failed:expected_36h_net_pnl_usd|agi_validation_failed:max_margin_utilization_pct|agi_validation_failed:shock_survival_buffer_usd|agi_validation_failed:self_check"
"AGI-113","AGI","false","false","0.09090909090909091","0","-0.091","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:carryforward_loss_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check"
"AGI-114","AGI","false","false","0.36363636363636365","0","-0.364","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:replacement_basket|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:carryforward_loss_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:replacement_basket|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:carryforward_loss_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check"
"AGI-115","AGI","false","false","0.09090909090909091","0.09090909090909091","0","false","false","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:carryforward_loss_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check","agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:lots_to_harvest|agi_validation_failed:harvested_loss_usd|agi_validation_failed:immediate_tax_alpha_usd|agi_validation_failed:carryforward_loss_usd|agi_validation_failed:implementation_cost_usd|agi_validation_failed:net_tax_alpha_usd|agi_validation_failed:tracking_gap_pct|agi_validation_failed:self_check"
"L1-001","L1","true","true","0.86875","1","0.131","false","false","",""
"L1-002","L1","true","true","0.8950000000000001","1","0.105","false","false","",""
"L1-003","L1","true","true","0.9454545454545455","0.8300000000000001","-0.115","false","false","","mismatch_fieldname"
"L2-001","L2","false","false","0.6900000000000001","0.6900000000000001","0","false","false","",""
"L2-002","L2","true","true","0.9261538461538463","0.9261538461538463","0","false","false","",""
"L2-003","L2","true","true","0.9200000000000002","0.7700000000000001","-0.15","false","false","",""
"L2-004","L2","false","false","0.6045833333333333","0.6045833333333333","0","false","false","",""
"L3-001","L3","false","false","0.4331794871794872","0","-0.433","false","false","","size_mismatch"
"L3-002","L3","false","false","0.6733333333333335","0.3733333333333333","-0.3","false","false","",""
"L3-003","L3","true","true","0.9010989010989011","0.9657142857142857","0.065","false","false","",""
"L4-001","L4","true","false","0.7769230769230768","0.6569230769230769","-0.12","false","true","",""
"L4-002","L4","false","false","0","0","0","false","false","correlation_invalid_order_type","correlation_invalid_intent"
"L4-003","L4","false","false","0.3007142857142857","0.6232352941176471","0.323","false","false","",""
"L4-004","L4","false","false","0","0","0","false","false","stress_test_invalid_size","stress_test_invalid_order_type"
"L4-005","L4","false","false","0.555012987012987","0.4043333333333333","-0.151","false","false","",""
"L5-001","L5","false","true","0.5946373626373627","0.8320000000000001","0.237","true","false","",""
"L5-002","L5","false","false","0","0","0","false","false","leverage_invalid_intent","leverage_invalid_order_type"
"L5-003","L5","false","false","0.6411764705882355","0.6411764705882355","0","false","false","",""
"L5-004","L5","true","false","1","0.7083333333333335","-0.292","false","true","",""
"L5-005","L5","true","true","0.916923076923077","1","0.083","false","false","",""
"L6-001","L6","false","false","0","0","0","false","false","options_missing_call_type","options_missing_call_type"
"L6-002","L6","false","true","0","1","1","true","false","size_mismatch",""
"L6-003","L6","true","true","0.775","0.8","0.025","false","false","",""
"L6-004","L6","true","true","0.7525000000000001","0.8300000000000001","0.078","false","false","","mismatch_fieldname"
"L6-005","L6","true","false","0.7842857142857144","0","-0.784","false","true","","twap_missing_duration_autofail"
"L7-001","L7","false","false","0","0","0","false","false","l7_001_asset_must_be_multi_or_generic","l7_001_asset_must_be_multi_or_generic"
"L7-002","L7","false","true","0","0.8300000000000001","0.83","true","false","size_mismatch",""
"L7-003","L7","false","false","0","0","0","false","false","lp_net_return_inconsistent_il_loss","lp_net_return_inconsistent_il_loss|lp_net_return_il_pct_mismatch"
"L7-004","L7","true","true","0.9197930538335555","0.9067852550856409","-0.013","false","false","",""
"L7-005","L7","true","true","0.98129379742765","0.9811914844582723","0","false","false","",""
"L8-001","L8","false","false","0","0","0","false","false","multi_protocol_expected_value_out_of_bounds|multi_protocol_expected_value_out_of_range|multi_protocol_total_allocation_mismatch","multi_protocol_expected_value_out_of_range|multi_protocol_liquidity_constraint"
"L8-002","L8","true","false","0.8","0.6666666666666666","-0.133","false","true","",""
"L8-003","L8","true","true","0.8977272727272726","1","0.102","false","false","",""
"L8-004","L8","true","false","0.744","0.264","-0.48","false","true","","mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname"
"L8-005","L8","false","false","0.6000000000000001","0.6000000000000001","0","false","false","",""
"L8-006","L8","true","true","1","1","0","false","false","",""
"L8-007","L8","true","true","0.72","0.72","0","false","false","",""
"L8-008","L8","true","true","0.9624999999999999","0.9624999999999999","0","false","false","",""
"L8-009","L8","true","true","1","1","0","false","false","",""
"L8-010","L8","true","true","0.8800000000000001","0.9714285714285714","0.091","false","false","",""
"L9-001","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
"L9-002","L9","false","false","0","0","0","false","false","l9_expected_value_mismatch","l9_expected_value_mismatch"
"L9-003","L9","true","true","1","1","0","false","false","",""
"L9-004","L9","true","true","1","1","0","false","false","",""
"L9-005","L9","false","false","0","0","0","false","false","l9_expected_value_mismatch","l9_expected_value_mismatch"
"L9-006","L9","false","false","0","0","0","false","false","l9_expected_value_mismatch","l9_expected_value_mismatch"
"L9-007","L9","true","false","1","0","-1","false","true","","l9_expected_value_mismatch"
"L9-008","L9","true","true","1","1","0","false","false","",""
"L9-009","L9","true","true","1","1","0","false","false","",""
"L9-010","L9","true","true","1","1","0","false","false","",""
"L9-011","L9","true","true","1","1","0","false","false","",""
"L9-012","L9","true","true","1","1","0","false","false","",""
"L9-013","L9","false","false","0","0","0","false","false","l9_expected_value_mismatch","l9_expected_value_mismatch"
"L9-014","L9","true","true","1","1","0","false","false","",""
"L9-015","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
"L9-016","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
"L9-017","L9","true","true","1","1","0","false","false","",""
"L9-018","L9","true","true","1","1","0","false","false","",""
"L9-019","L9","false","false","0","0","0","false","false","mismatch_fieldname","l9_expected_value_mismatch"
"L9-020","L9","true","true","1","1","0","false","false","",""
"L9-021","L9","false","false","0","0","0","false","false","l9_expected_value_mismatch","l9_expected_value_mismatch"
"L9-022","L9","false","true","0","1","1","true","false","mismatch_fieldname",""
"L9-023","L9","true","false","1","0","-1","false","true","","l9_expected_value_mismatch"
"L9-024","L9","true","false","1","0","-1","false","true","","l9_expected_value_mismatch"
"L9-025","L9","true","true","1","1","0","false","false","",""
"L9-026","L9","true","true","1","1","0","false","false","",""
"L9-027","L9","false","false","0","0","0","false","false","l9_expected_value_mismatch","l9_expected_value_mismatch"
"L9-028","L9","true","true","1","1","0","false","false","",""
"L9-029","L9","false","false","0","0","0","false","false","l9_expected_value_mismatch","l9_expected_value_mismatch"
"L9-030","L9","true","true","1","1","0","false","false","",""
"L9-031","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
"L9-032","L9","true","true","1","1","0","false","false","",""
"L9-033","L9","true","true","1","1","0","false","false","",""
"L9-034","L9","true","false","1","0","-1","false","true","","l9_expected_value_mismatch"
"L9-035","L9","false","false","0","0","0","false","false","mismatch_fieldname","l9_expected_value_mismatch"
"L9-036","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
"L9-037","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
"L9-038","L9","false","true","0","1","1","true","false","mismatch_fieldname",""
"L9-039","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
"L9-040","L9","true","true","1","1","0","false","false","",""
"L9-041","L9","true","true","1","1","0","false","false","",""
"L9-042","L9","true","false","1","0","-1","false","true","","l9_expected_value_mismatch"
"L9-043","L9","false","false","0","0","0","false","false","l9_expected_value_mismatch","l9_expected_value_mismatch"
"L9-044","L9","true","true","1","1","0","false","false","",""
"L9-045","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
"L9-046","L9","true","true","1","1","0","false","false","",""
"L9-047","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
"L9-048","L9","true","true","1","1","0","false","false","",""
"L9-049","L9","true","true","1","1","0","false","false","",""
"L9-050","L9","true","true","1","1","0","false","false","",""
"L9-051","L9","true","false","1","0","-1","false","true","","l9_expected_value_mismatch"
"L9-052","L9","true","false","1","0","-1","false","true","","l9_expected_value_mismatch"
"L9-053","L9","false","false","0","0","0","false","false","mismatch_fieldname","l9_expected_value_mismatch"
"L9-054","L9","true","true","1","1","0","false","false","",""
"L9-055","L9","false","false","0","0","0","false","false","l9_expected_value_mismatch","l9_expected_value_mismatch"
"L9-056","L9","true","false","1","0","-1","false","true","","l9_expected_value_mismatch"
"L9-057","L9","true","true","1","1","0","false","false","",""
"L9-058","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
"L9-059","L9","false","false","0","0","0","false","false","l9_expected_value_mismatch","l9_expected_value_mismatch"
"L9-060","L9","true","true","1","1","0","false","false","",""
"L9-061","L9","false","false","0","0","0","false","false","l9_expected_value_mismatch","l9_expected_value_mismatch"
"L9-062","L9","true","true","1","1","0","false","false","",""
"L9-063","L9","true","true","1","1","0","false","false","",""
"L9-064","L9","true","true","1","1","0","false","false","",""
"L9-065","L9","true","true","1","1","0","false","false","",""
"L9-066","L9","true","true","1","1","0","false","false","",""
"L9-067","L9","false","true","0","1","1","true","false","l9_expected_value_mismatch",""
