id,derivable,unique,recomputed_ok,issue,fix
SB-L9-067,VERIFIED,UNIQUE,true,"",""
SB-L9-068,VERIFIED,UNIQUE,true,"",""
SB-L9-069,VERIFIED,UNIQUE,true,"",""
SB-L9-070,VERIFIED,UNIQUE,true,"",""
SB-L9-071,VERIFIED,UNIQUE,true,"",""
SB-L9-072,PARTIAL,UNIQUE,true,"trade_value_usd uses spot 110.00 (=88000), but order is a limit buy at 110.25; a solver computing 800*110.25=88200 is outside the 0.01 tolerance. Price basis for a limit order trade value is unstated.","State that trade value uses the snapshot spot price, or widen tolerance to admit limit-price basis."
SB-L9-073,VERIFIED,UNIQUE,true,"",""
SB-L9-074,VERIFIED,UNIQUE,true,"",""
SB-L9-075,VERIFIED,UNIQUE,true,"",""
SB-L9-076,VERIFIED,UNIQUE,true,"",""
SB-L9-077,VERIFIED,UNIQUE,true,"",""
SB-L9-078,VERIFIED,UNIQUE,true,"",""
SB-L9-079,VERIFIED,UNIQUE,true,"",""
SB-L9-080,VERIFIED,UNIQUE,true,"",""
SB-L9-081,VERIFIED,UNIQUE,true,"",""
