question_id,level,rubric_id,prompt,model,pass_count_3,majority_pass,pass_bits_n1_n2_n3,scores_n1_n2_n3,avg_score,median_score,avg_duration_ms
L9-028,L9,l9-L9-028,"Refuse-to-trade decision, basis unwind while bridge queue is congested. Evaluate a $650,000 ETH opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.35%, oracle age <= 45 seconds, settlement <= 10 minutes, and required capital <= $650,000. Option A Across solver hedge: gross edge $9,800, fixed costs $2,100, slippage 0.41% of notional, expected risk 8.0% * $90,000, oracle age 32 seconds, settlement 8 minutes, required capital $640,000; Option B CEX spot sale then bridge repay: gross edge $16,200, fixed costs $4,200, slippage 0.18% of notional, expected risk 4.0% * $360,000, oracle age 40 seconds, settlement 13 minutes, required capital $610,000; Option C Uniswap pool exit: gross edge $7,200, fixed costs $2,500, slippage 0.26% of notional, expected risk 10.0% * $70,000, oracle age 51 seconds, settlement 9 minutes, required capital $620,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible.",mistralai/mistral-small-2603,3,1,1|1|1,1|1|1,1.000,1.000,1438
L9-029,L9,l9-L9-029,"Carry basis funding arbitrage, low-fee institutional basis. Compare execute vs no-action for a delta-neutral BTC trade across Coinbase BTC spot vs Bybit BTC-PERP, with USDC collateral on Base/ETH and a bridge unwind through Arb. Capital $2,000,000, trade notional $4,000,000, horizon 5 days. The perp is richer than spot by 0.35%; positive funding means the short perp receives 0.031% per 8 hours. Fees and slippage across spot, perp, bridge, gas, and solver are 0.12% of notional plus $950 fixed. Borrow drag is 5.5% APR for the horizon and liquidation buffer reserve is $4,000. Execute only if net annualized return on equity is > 25%, slippage stays <= 0.35%, and the bridge window is <= 40 hours; otherwise return no_action. Compute expected_value as annualized APR percentage for the best feasible action: (basis capture + funding - percent costs - fixed costs - borrow drag - buffer reserve) / capital * 365 / days.",mistralai/mistral-medium-3-5,0,0,0|0|0,0|0|0,0.000,0.000,2506
L9-029,L9,l9-L9-029,"Carry basis funding arbitrage, low-fee institutional basis. Compare execute vs no-action for a delta-neutral BTC trade across Coinbase BTC spot vs Bybit BTC-PERP, with USDC collateral on Base/ETH and a bridge unwind through Arb. Capital $2,000,000, trade notional $4,000,000, horizon 5 days. The perp is richer than spot by 0.35%; positive funding means the short perp receives 0.031% per 8 hours. Fees and slippage across spot, perp, bridge, gas, and solver are 0.12% of notional plus $950 fixed. Borrow drag is 5.5% APR for the horizon and liquidation buffer reserve is $4,000. Execute only if net annualized return on equity is > 25%, slippage stays <= 0.35%, and the bridge window is <= 40 hours; otherwise return no_action. Compute expected_value as annualized APR percentage for the best feasible action: (basis capture + funding - percent costs - fixed costs - borrow drag - buffer reserve) / capital * 365 / days.",mistralai/mistral-small-2603,0,0,0|0|0,0|0|0,0.000,0.000,1832
L9-030,L9,l9-L9-030,"Cross-chain route cost selection, WBTC bridge versus solver close call. Swap $3,200,000 USDC into BTC from ETH to Base; reference BTC price is $100,000. Compare Uniswap/Across/solver/bridge/CEX routes and select the feasible route with lowest all-in USD cost before converting to output tokens. Hard constraints: settlement <= 18 minutes, oracle age <= 60 seconds, capacity >= notional, and slippage+risk must be included. Route A Uniswap WBTC bridge: percent cost 0.55%, fixed $3,000, expected risk 0.02% of notional, settlement 17 minutes, oracle age 44 seconds, capacity $6,000,000; Route B Across solver inventory: percent cost 0.31%, fixed $3,600, expected risk 0.06% of notional, settlement 12 minutes, oracle age 35 seconds, capacity $3,500,000; Route C CEX internal hedge plus withdrawal: percent cost 0.28%, fixed $5,200, expected risk 0.05% of notional, settlement 16 minutes, oracle age 40 seconds, capacity $3,300,000. Compute each route cost = percent cost*notional + fixed + expected risk*notional. expected_value is USD saved by the best feasible route vs the second-best feasible route; also mention resulting extra BTC = USD_saved / price.",mistralai/mistral-medium-3-5,0,0,0|0|0,0|0|0,0.000,0.000,5466
L9-030,L9,l9-L9-030,"Cross-chain route cost selection, WBTC bridge versus solver close call. Swap $3,200,000 USDC into BTC from ETH to Base; reference BTC price is $100,000. Compare Uniswap/Across/solver/bridge/CEX routes and select the feasible route with lowest all-in USD cost before converting to output tokens. Hard constraints: settlement <= 18 minutes, oracle age <= 60 seconds, capacity >= notional, and slippage+risk must be included. Route A Uniswap WBTC bridge: percent cost 0.55%, fixed $3,000, expected risk 0.02% of notional, settlement 17 minutes, oracle age 44 seconds, capacity $6,000,000; Route B Across solver inventory: percent cost 0.31%, fixed $3,600, expected risk 0.06% of notional, settlement 12 minutes, oracle age 35 seconds, capacity $3,500,000; Route C CEX internal hedge plus withdrawal: percent cost 0.28%, fixed $5,200, expected risk 0.05% of notional, settlement 16 minutes, oracle age 40 seconds, capacity $3,300,000. Compute each route cost = percent cost*notional + fixed + expected risk*notional. expected_value is USD saved by the best feasible route vs the second-best feasible route; also mention resulting extra BTC = USD_saved / price.",mistralai/mistral-small-2603,0,0,0|0|0,0|0|0,0.000,0.000,2137
L9-031,L9,l9-L9-031,"Collateral leverage liquidation control, recursive stETH loop de-risk. A Morpho market with Aave oracle position on Base/ETH uses 1,200 stETH collateral at $3,300 and $2,900,000 USDC debt, with Aave/Compound oracle cross-check and bridge unwind available. Liquidation threshold is 83.0%. Stress branch: if stETH depegs or falls 6.0%, maintain target health factor >= 1.22; if the post-shock HF would be below target, repay USDC rather than add collateral. Closing loops adds $6,000 gas, slippage, and solver fees to debt before repay. Compute expected_value as the minimum USDC debt reduction required after fees. Formula: max(0, current debt + fees - collateral value * LT * (1 - shock) / target HF). Also report pre-repay HF and reject any borrow-more action.",mistralai/mistral-medium-3-5,0,0,0|0|0,0|0|0,0.000,0.000,5975
L9-031,L9,l9-L9-031,"Collateral leverage liquidation control, recursive stETH loop de-risk. A Morpho market with Aave oracle position on Base/ETH uses 1,200 stETH collateral at $3,300 and $2,900,000 USDC debt, with Aave/Compound oracle cross-check and bridge unwind available. Liquidation threshold is 83.0%. Stress branch: if stETH depegs or falls 6.0%, maintain target health factor >= 1.22; if the post-shock HF would be below target, repay USDC rather than add collateral. Closing loops adds $6,000 gas, slippage, and solver fees to debt before repay. Compute expected_value as the minimum USDC debt reduction required after fees. Formula: max(0, current debt + fees - collateral value * LT * (1 - shock) / target HF). Also report pre-repay HF and reject any borrow-more action.",mistralai/mistral-small-2603,0,0,0|0|0,0|0|0,0.000,0.000,1752
L9-032,L9,l9-L9-032,"Staking/restaking risk selection, low-risk ETH AVS filter. Restake 80 ETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 4.8%, slashing multiplier <= 2.8, withdrawal delay <= 6 days, oracle freshness <= 20 minutes, and capacity >= 80 ETH. Data: A1 yield 6.8%, operator fee 0.2%, slashing 1.2 x 0.5%, delay 2 days, oracle age 8 minutes, capacity 90 ETH; A2 yield 9.6%, operator fee 0.6%, slashing 3 x 0.7%, delay 5 days, oracle age 12 minutes, capacity 120 ETH; A3 yield 7.2%, operator fee 0.4%, slashing 1.5 x 0.4%, delay 4 days, oracle age 18 minutes, capacity 100 ETH; A4 yield 11%, operator fee 0.9%, slashing 2.4 x 1.1%, delay 7 days, oracle age 15 minutes, capacity 200 ETH; A5 yield 5.9%, operator fee 0.1%, slashing 0.8 x 0.4%, delay 1 days, oracle age 10 minutes, capacity 85 ETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",mistralai/mistral-medium-3-5,3,1,1|1|1,1|1|1,1.000,1.000,3422
L9-032,L9,l9-L9-032,"Staking/restaking risk selection, low-risk ETH AVS filter. Restake 80 ETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 4.8%, slashing multiplier <= 2.8, withdrawal delay <= 6 days, oracle freshness <= 20 minutes, and capacity >= 80 ETH. Data: A1 yield 6.8%, operator fee 0.2%, slashing 1.2 x 0.5%, delay 2 days, oracle age 8 minutes, capacity 90 ETH; A2 yield 9.6%, operator fee 0.6%, slashing 3 x 0.7%, delay 5 days, oracle age 12 minutes, capacity 120 ETH; A3 yield 7.2%, operator fee 0.4%, slashing 1.5 x 0.4%, delay 4 days, oracle age 18 minutes, capacity 100 ETH; A4 yield 11%, operator fee 0.9%, slashing 2.4 x 1.1%, delay 7 days, oracle age 15 minutes, capacity 200 ETH; A5 yield 5.9%, operator fee 0.1%, slashing 0.8 x 0.4%, delay 1 days, oracle age 10 minutes, capacity 85 ETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",mistralai/mistral-small-2603,3,1,1|1|1,1|1|1,1.000,1.000,2448
L9-033,L9,l9-L9-033,"Flash-loan exploit EV triage, large oracle manipulation with heavy MEV auction. A white-hat simulation considers a $22,000,000 USDC flash loan through Uniswap/Aave, with oracle manipulation, liquidations, MEV auction risk, and CEX hedge unwind. Gross liquidation profit if the bundle lands is $1,450,000. Costs on success: flash loan fee 0.05% of loan, gas $110,000, slippage $210,000, MEV payment $180,000. Success probability is 61%; if it fails or is frontrun, realized loss is flash-loan fee + gas + extra protection cost $140,000 and no liquidation profit. Hard constraints: oracle age <= 45 seconds, liquidation liquidity >= $1,760,000, and expected EV must be > 0 to execute. Current oracle age 24 seconds and liquidation liquidity $2,400,000. Compute expected_value as probability-weighted USD EV after all costs; abstain only if EV <= 0 or a hard constraint fails.",mistralai/mistral-medium-3-5,0,0,0|0|0,0|0|0,0.000,0.000,2597
L9-033,L9,l9-L9-033,"Flash-loan exploit EV triage, large oracle manipulation with heavy MEV auction. A white-hat simulation considers a $22,000,000 USDC flash loan through Uniswap/Aave, with oracle manipulation, liquidations, MEV auction risk, and CEX hedge unwind. Gross liquidation profit if the bundle lands is $1,450,000. Costs on success: flash loan fee 0.05% of loan, gas $110,000, slippage $210,000, MEV payment $180,000. Success probability is 61%; if it fails or is frontrun, realized loss is flash-loan fee + gas + extra protection cost $140,000 and no liquidation profit. Hard constraints: oracle age <= 45 seconds, liquidation liquidity >= $1,760,000, and expected EV must be > 0 to execute. Current oracle age 24 seconds and liquidation liquidity $2,400,000. Compute expected_value as probability-weighted USD EV after all costs; abstain only if EV <= 0 or a hard constraint fails.",mistralai/mistral-small-2603,0,0,0|0|0,0|0|0,0.000,0.000,2558
L9-034,L9,l9-L9-034,"Fee APR annualization, stablecoin fee compression. A Uniswap V3 stable pool USDC/RWA-T pool/hook strategy has $20,000,000 active liquidity, $42,000,000 daily volume, and 48% of volume eligible for the incremental fee. Incremental fee is 0.012%; LP capture is 92%, protocol skim is 12%, and keeper/gas/solver overhead is $1,100 per day. Compare the incremental design vs vanilla Uniswap/Pendle base fees, but expected_value must be only the incremental simple APR percentage: ((daily volume * eligible share * incremental fee * capture * (1 - skim) - daily fixed overhead) * 365) / active liquidity. Check whether incremental APR is positive after a 20% daily-volume stress and oracle age <= 30 minutes; expected_value remains the base-case incremental APR. Exclude compounding, LP-token price drift, base pool fees, and rewards.",mistralai/mistral-medium-3-5,1,0,1|0|0,1|0|0,0.333,0.000,1539
L9-034,L9,l9-L9-034,"Fee APR annualization, stablecoin fee compression. A Uniswap V3 stable pool USDC/RWA-T pool/hook strategy has $20,000,000 active liquidity, $42,000,000 daily volume, and 48% of volume eligible for the incremental fee. Incremental fee is 0.012%; LP capture is 92%, protocol skim is 12%, and keeper/gas/solver overhead is $1,100 per day. Compare the incremental design vs vanilla Uniswap/Pendle base fees, but expected_value must be only the incremental simple APR percentage: ((daily volume * eligible share * incremental fee * capture * (1 - skim) - daily fixed overhead) * 365) / active liquidity. Check whether incremental APR is positive after a 20% daily-volume stress and oracle age <= 30 minutes; expected_value remains the base-case incremental APR. Exclude compounding, LP-token price drift, base pool fees, and rewards.",mistralai/mistral-small-2603,3,1,1|1|1,1|1|1,1.000,1.000,2093
L9-035,L9,l9-L9-035,"Governance incentive capital action, treasury emissions redirect. A DAO vote spans Compound/Aave style lending, Base and Arb bridge snapshots, and CEX liquidity. Proposal benefit if passed is $2,400,000, but probability of passage after incentives is 52%. Quorum/control target is 160,000 COMP votes; treasury already controls 92,000 COMP. Missing votes can be rented with bribes at $3 per COMP vote or borrowed at $70 spot price with 16.0% APR for 14 days. Bridge, gas, delegation, and solver costs are $31,000. There is a 5.0% chance of an adverse governance delay costing $1,100,000. Execute only if net expected USD profit is positive and missing votes <= on-chain lendable liquidity; lendable liquidity is 83,000 COMP. Compute expected_value = pass probability*benefit - bribe cost - borrow interest - bridge/gas/delegation costs - expected delay loss. Also state missing votes and reject no_action if EV is positive.",mistralai/mistral-medium-3-5,0,0,0|0|0,0|0|0,0.000,0.000,2366
L9-035,L9,l9-L9-035,"Governance incentive capital action, treasury emissions redirect. A DAO vote spans Compound/Aave style lending, Base and Arb bridge snapshots, and CEX liquidity. Proposal benefit if passed is $2,400,000, but probability of passage after incentives is 52%. Quorum/control target is 160,000 COMP votes; treasury already controls 92,000 COMP. Missing votes can be rented with bribes at $3 per COMP vote or borrowed at $70 spot price with 16.0% APR for 14 days. Bridge, gas, delegation, and solver costs are $31,000. There is a 5.0% chance of an adverse governance delay costing $1,100,000. Execute only if net expected USD profit is positive and missing votes <= on-chain lendable liquidity; lendable liquidity is 83,000 COMP. Compute expected_value = pass probability*benefit - bribe cost - borrow interest - bridge/gas/delegation costs - expected delay loss. Also state missing votes and reject no_action if EV is positive.",mistralai/mistral-small-2603,0,0,0|0|0,0|0|0,0.000,0.000,2144
L9-036,L9,l9-L9-036,"Refuse-to-trade decision, cross-chain collateral seizure after price gap. Evaluate a $1,800,000 BTC opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.25%, oracle age <= 50 seconds, settlement <= 15 minutes, and required capital <= $1,800,000. Option A CEX hedge then bridge: gross edge $34,000, fixed costs $9,000, slippage 0.18% of notional, expected risk 6.0% * $420,000, oracle age 42 seconds, settlement 18 minutes, required capital $1,700,000; Option B Uniswap WBTC route: gross edge $22,500, fixed costs $7,100, slippage 0.31% of notional, expected risk 4.0% * $260,000, oracle age 39 seconds, settlement 12 minutes, required capital $1,600,000; Option C solver auction fill: gross edge $28,000, fixed costs $11,800, slippage 0.14% of notional, expected risk 8.0% * $310,000, oracle age 61 seconds, settlement 13 minutes, required capital $1,750,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible.",mistralai/mistral-medium-3-5,1,0,0|0|1,0|0|1,0.333,0.000,4911
L9-036,L9,l9-L9-036,"Refuse-to-trade decision, cross-chain collateral seizure after price gap. Evaluate a $1,800,000 BTC opportunity across Uniswap/Aave/Compound, CEX hedge, bridge, oracle, solver, and MEV routes. Execute only if an option has net expected USD profit > 0 and all hard constraints pass: max slippage 0.25%, oracle age <= 50 seconds, settlement <= 15 minutes, and required capital <= $1,800,000. Option A CEX hedge then bridge: gross edge $34,000, fixed costs $9,000, slippage 0.18% of notional, expected risk 6.0% * $420,000, oracle age 42 seconds, settlement 18 minutes, required capital $1,700,000; Option B Uniswap WBTC route: gross edge $22,500, fixed costs $7,100, slippage 0.31% of notional, expected risk 4.0% * $260,000, oracle age 39 seconds, settlement 12 minutes, required capital $1,600,000; Option C solver auction fill: gross edge $28,000, fixed costs $11,800, slippage 0.14% of notional, expected risk 8.0% * $310,000, oracle age 61 seconds, settlement 13 minutes, required capital $1,750,000. For each option, net EV = gross edge - fixed costs - slippage dollars - expected risk loss. Reject hard-constraint violations even if net EV is positive. Return no_action if no option is both positive-EV and feasible.",mistralai/mistral-small-2603,3,1,1|1|1,1|1|1,1.000,1.000,1081
L9-037,L9,l9-L9-037,"Carry basis funding arbitrage, very high funding but thin spot. Compare execute vs no-action for a delta-neutral HYPE trade across Base spot inventory vs Hyperliquid HYPE-PERP, with USDC collateral on Base/ETH and a bridge unwind through Arb. Capital $400,000, trade notional $1,000,000, horizon 1.5 days. The perp is richer than spot by 0.28%; positive funding means the short perp receives 0.078% per 8 hours. Fees and slippage across spot, perp, bridge, gas, and solver are 0.32% of notional plus $120 fixed. Borrow drag is 14.0% APR for the horizon and liquidation buffer reserve is $1,900. Execute only if net annualized return on equity is > 25%, slippage stays <= 0.35%, and the bridge window is <= 12 hours; otherwise return no_action. Compute expected_value as annualized APR percentage for the best feasible action: (basis capture + funding - percent costs - fixed costs - borrow drag - buffer reserve) / capital * 365 / days.",mistralai/mistral-medium-3-5,0,0,0|0|0,0|0|0,0.000,0.000,4935
L9-037,L9,l9-L9-037,"Carry basis funding arbitrage, very high funding but thin spot. Compare execute vs no-action for a delta-neutral HYPE trade across Base spot inventory vs Hyperliquid HYPE-PERP, with USDC collateral on Base/ETH and a bridge unwind through Arb. Capital $400,000, trade notional $1,000,000, horizon 1.5 days. The perp is richer than spot by 0.28%; positive funding means the short perp receives 0.078% per 8 hours. Fees and slippage across spot, perp, bridge, gas, and solver are 0.32% of notional plus $120 fixed. Borrow drag is 14.0% APR for the horizon and liquidation buffer reserve is $1,900. Execute only if net annualized return on equity is > 25%, slippage stays <= 0.35%, and the bridge window is <= 12 hours; otherwise return no_action. Compute expected_value as annualized APR percentage for the best feasible action: (basis capture + funding - percent costs - fixed costs - borrow drag - buffer reserve) / capital * 365 / days.",mistralai/mistral-small-2603,0,0,0|0|0,0|0|0,0.000,0.000,2025
L9-038,L9,l9-L9-038,"Cross-chain route cost selection, direct bridge nearly beats solver. Swap $2,000,000 USDC into SOL from Base to Solana; reference SOL price is $142. Compare Uniswap/Across/solver/bridge/CEX routes and select the feasible route with lowest all-in USD cost before converting to output tokens. Hard constraints: settlement <= 14 minutes, oracle age <= 60 seconds, capacity >= notional, and slippage+risk must be included. Route A Uniswap WETH hop: percent cost 0.70%, fixed $1,800, expected risk 0.02% of notional, settlement 13 minutes, oracle age 48 seconds, capacity $3,000,000; Route B intent solver: percent cost 0.35%, fixed $2,300, expected risk 0.04% of notional, settlement 9 minutes, oracle age 25 seconds, capacity $2,600,000; Route C direct bridge and DEX: percent cost 0.28%, fixed $1,400, expected risk 0.18% of notional, settlement 12 minutes, oracle age 36 seconds, capacity $2,400,000. Compute each route cost = percent cost*notional + fixed + expected risk*notional. expected_value is USD saved by the best feasible route vs the second-best feasible route; also mention resulting extra SOL = USD_saved / price.",mistralai/mistral-medium-3-5,0,0,0|0|0,0|0|0,0.000,0.000,5224
L9-038,L9,l9-L9-038,"Cross-chain route cost selection, direct bridge nearly beats solver. Swap $2,000,000 USDC into SOL from Base to Solana; reference SOL price is $142. Compare Uniswap/Across/solver/bridge/CEX routes and select the feasible route with lowest all-in USD cost before converting to output tokens. Hard constraints: settlement <= 14 minutes, oracle age <= 60 seconds, capacity >= notional, and slippage+risk must be included. Route A Uniswap WETH hop: percent cost 0.70%, fixed $1,800, expected risk 0.02% of notional, settlement 13 minutes, oracle age 48 seconds, capacity $3,000,000; Route B intent solver: percent cost 0.35%, fixed $2,300, expected risk 0.04% of notional, settlement 9 minutes, oracle age 25 seconds, capacity $2,600,000; Route C direct bridge and DEX: percent cost 0.28%, fixed $1,400, expected risk 0.18% of notional, settlement 12 minutes, oracle age 36 seconds, capacity $2,400,000. Compute each route cost = percent cost*notional + fixed + expected risk*notional. expected_value is USD saved by the best feasible route vs the second-best feasible route; also mention resulting extra SOL = USD_saved / price.",mistralai/mistral-small-2603,0,0,0|0|0,0|0|0,0.000,0.000,2000
L9-039,L9,l9-L9-039,"Collateral leverage liquidation control, ETH liquidation buffer reset. A Spark ETH vault position on Base/ETH uses 700 ETH collateral at $3,500 and $1,620,000 USDC debt, with Aave/Compound oracle cross-check and bridge unwind available. Liquidation threshold is 80.0%. Stress branch: if ETH depegs or falls 10.0%, maintain target health factor >= 1.28; if the post-shock HF would be below target, repay USDC rather than add collateral. Closing loops adds $3,200 gas, slippage, and solver fees to debt before repay. Compute expected_value as the minimum USDC debt reduction required after fees. Formula: max(0, current debt + fees - collateral value * LT * (1 - shock) / target HF). Also report pre-repay HF and reject any borrow-more action.",mistralai/mistral-medium-3-5,0,0,0|0|0,0|0|0,0.000,0.000,5757
L9-039,L9,l9-L9-039,"Collateral leverage liquidation control, ETH liquidation buffer reset. A Spark ETH vault position on Base/ETH uses 700 ETH collateral at $3,500 and $1,620,000 USDC debt, with Aave/Compound oracle cross-check and bridge unwind available. Liquidation threshold is 80.0%. Stress branch: if ETH depegs or falls 10.0%, maintain target health factor >= 1.28; if the post-shock HF would be below target, repay USDC rather than add collateral. Closing loops adds $3,200 gas, slippage, and solver fees to debt before repay. Compute expected_value as the minimum USDC debt reduction required after fees. Formula: max(0, current debt + fees - collateral value * LT * (1 - shock) / target HF). Also report pre-repay HF and reject any borrow-more action.",mistralai/mistral-small-2603,0,0,0|0|0,0|0|0,0.000,0.000,1696
L9-040,L9,l9-L9-040,"Staking/restaking risk selection, capacity-constrained large restake. Restake 250 stETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 6.2%, slashing multiplier <= 3, withdrawal delay <= 10 days, oracle freshness <= 30 minutes, and capacity >= 250 stETH. Data: A1 yield 8.8%, operator fee 0.5%, slashing 2 x 0.6%, delay 8 days, oracle age 14 minutes, capacity 300 stETH; A2 yield 14%, operator fee 1.2%, slashing 3.2 x 1.2%, delay 9 days, oracle age 20 minutes, capacity 500 stETH; A3 yield 9.1%, operator fee 0.4%, slashing 1.6 x 0.7%, delay 5 days, oracle age 24 minutes, capacity 260 stETH; A4 yield 7.5%, operator fee 0.3%, slashing 1.1 x 0.5%, delay 4 days, oracle age 12 minutes, capacity 200 stETH; A5 yield 10.8%, operator fee 0.8%, slashing 2.4 x 0.8%, delay 6 days, oracle age 18 minutes, capacity 350 stETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",mistralai/mistral-medium-3-5,0,0,0|0|0,0|0|0,0.000,0.000,3433
L9-040,L9,l9-L9-040,"Staking/restaking risk selection, capacity-constrained large restake. Restake 250 stETH across EigenLayer/Symbiotic-style AVSs and pick exactly 3 eligible AVSs by highest risk-adjusted APR. Net score = headline yield - operator fee - slashing multiplier * expected slashing loss, all in APR percentage points. Eligibility constraints: net score >= 6.2%, slashing multiplier <= 3, withdrawal delay <= 10 days, oracle freshness <= 30 minutes, and capacity >= 250 stETH. Data: A1 yield 8.8%, operator fee 0.5%, slashing 2 x 0.6%, delay 8 days, oracle age 14 minutes, capacity 300 stETH; A2 yield 14%, operator fee 1.2%, slashing 3.2 x 1.2%, delay 9 days, oracle age 20 minutes, capacity 500 stETH; A3 yield 9.1%, operator fee 0.4%, slashing 1.6 x 0.7%, delay 5 days, oracle age 24 minutes, capacity 260 stETH; A4 yield 7.5%, operator fee 0.3%, slashing 1.1 x 0.5%, delay 4 days, oracle age 12 minutes, capacity 200 stETH; A5 yield 10.8%, operator fee 0.8%, slashing 2.4 x 0.8%, delay 6 days, oracle age 18 minutes, capacity 350 stETH. Return only the unordered set of selected AVS IDs; do not allocate weights, and reject any AVS that fails a hard constraint even if its yield is high.",mistralai/mistral-small-2603,3,1,1|1|1,1|1|1,1.000,1.000,2518
L9-041,L9,l9-L9-041,"Flash-loan exploit EV triage, MEV-protected bundle with lower fail loss. A white-hat simulation considers a $12,000,000 USDC flash loan through Uniswap/Aave, with oracle manipulation, liquidations, MEV auction risk, and CEX hedge unwind. Gross liquidation profit if the bundle lands is $760,000. Costs on success: flash loan fee 0.04% of loan, gas $48,000, slippage $98,000, MEV payment $115,000. Success probability is 75%; if it fails or is frontrun, realized loss is flash-loan fee + gas + extra protection cost $70,000 and no liquidation profit. Hard constraints: oracle age <= 45 seconds, liquidation liquidity >= $960,000, and expected EV must be > 0 to execute. Current oracle age 31 seconds and liquidation liquidity $1,400,000. Compute expected_value as probability-weighted USD EV after all costs; abstain only if EV <= 0 or a hard constraint fails.",mistralai/mistral-medium-3-5,0,0,0|0|0,0|0|0,0.000,0.000,3514
L9-041,L9,l9-L9-041,"Flash-loan exploit EV triage, MEV-protected bundle with lower fail loss. A white-hat simulation considers a $12,000,000 USDC flash loan through Uniswap/Aave, with oracle manipulation, liquidations, MEV auction risk, and CEX hedge unwind. Gross liquidation profit if the bundle lands is $760,000. Costs on success: flash loan fee 0.04% of loan, gas $48,000, slippage $98,000, MEV payment $115,000. Success probability is 75%; if it fails or is frontrun, realized loss is flash-loan fee + gas + extra protection cost $70,000 and no liquidation profit. Hard constraints: oracle age <= 45 seconds, liquidation liquidity >= $960,000, and expected EV must be > 0 to execute. Current oracle age 31 seconds and liquidation liquidity $1,400,000. Compute expected_value as probability-weighted USD EV after all costs; abstain only if EV <= 0 or a hard constraint fails.",mistralai/mistral-small-2603,0,0,0|0|0,0|0|0,0.000,0.000,1723
L9-042,L9,l9-L9-042,"Fee APR annualization, liquidation-flow surcharge. A Aave liquidation hook pool ETH/USDC pool/hook strategy has $15,500,000 active liquidity, $24,000,000 daily volume, and 63% of volume eligible for the incremental fee. Incremental fee is 0.030%; LP capture is 80%, protocol skim is 8%, and keeper/gas/solver overhead is $1,500 per day. Compare the incremental design vs vanilla Uniswap/Pendle base fees, but expected_value must be only the incremental simple APR percentage: ((daily volume * eligible share * incremental fee * capture * (1 - skim) - daily fixed overhead) * 365) / active liquidity. Check whether incremental APR is positive after a 20% daily-volume stress and oracle age <= 30 minutes; expected_value remains the base-case incremental APR. Exclude compounding, LP-token price drift, base pool fees, and rewards.",mistralai/mistral-medium-3-5,0,0,0|0|0,0|0|0,0.000,0.000,1625
L9-042,L9,l9-L9-042,"Fee APR annualization, liquidation-flow surcharge. A Aave liquidation hook pool ETH/USDC pool/hook strategy has $15,500,000 active liquidity, $24,000,000 daily volume, and 63% of volume eligible for the incremental fee. Incremental fee is 0.030%; LP capture is 80%, protocol skim is 8%, and keeper/gas/solver overhead is $1,500 per day. Compare the incremental design vs vanilla Uniswap/Pendle base fees, but expected_value must be only the incremental simple APR percentage: ((daily volume * eligible share * incremental fee * capture * (1 - skim) - daily fixed overhead) * 365) / active liquidity. Check whether incremental APR is positive after a 20% daily-volume stress and oracle age <= 30 minutes; expected_value remains the base-case incremental APR. Exclude compounding, LP-token price drift, base pool fees, and rewards.",mistralai/mistral-small-2603,0,0,0|0|0,0|0|0,0.000,0.000,1794
L9-043,L9,l9-L9-043,"Governance incentive capital action, L2 incentive extension. A DAO vote spans Compound/Aave style lending, Base and Arb bridge snapshots, and CEX liquidity. Proposal benefit if passed is $820,000, but probability of passage after incentives is 67%. Quorum/control target is 2,200,000 ARB votes; treasury already controls 1,250,000 ARB. Missing votes can be rented with bribes at $0 per ARB vote or borrowed at $1 spot price with 12.0% APR for 5 days. Bridge, gas, delegation, and solver costs are $22,000. There is a 6.0% chance of an adverse governance delay costing $380,000. Execute only if net expected USD profit is positive and missing votes <= on-chain lendable liquidity; lendable liquidity is 965,000 ARB. Compute expected_value = pass probability*benefit - bribe cost - borrow interest - bridge/gas/delegation costs - expected delay loss. Also state missing votes and reject no_action if EV is positive.",mistralai/mistral-medium-3-5,0,0,0|0|0,0|0|0,0.000,0.000,11067
